0.031000|1.180000|17600|1000050|50|20000|0.500000|0.070000|0|1|1|0|4.843852e-006|-1.562548e-004|
0.602000|1.172000|507550|1000050|50|20000|0.500000|0.070000|0|1|1|10|4.843852e-006|-1.562548e-004|
0.100000|1.287000|88350|1000050|50|20000|0.500000|0.070000|0|1|1|100|4.843852e-006|1.562548e-004|
0.147000|0.918000|65180|400020|20|20000|0.500000|0.070000|0|1|1|0|4.843852e-006|-1.562548e-004|
0.555000|0.949000|234700|400020|20|20000|0.500000|0.070000|0|1|1|10|4.843852e-006|-1.562548e-004|
0.207000|0.940000|89340|400020|20|20000|0.500000|0.070000|0|1|1|100|4.843852e-006|1.562548e-004|
0.285000|1.820000|317800|2000100|100|20000|0.500000|0.070000|0|1|1|0|4.843852e-006|1.562548e-004|
0.248000|1.758000|279700|2000100|100|20000|0.500000|0.070000|0|1|1|10|4.843852e-006|1.562548e-004|
0.316000|1.867000|368100|2000100|100|20000|0.500000|0.070000|0|1|1|100|4.843852e-006|-1.562548e-004|
1.187000|4.010000|1206400|4000200|200|20000|0.500000|0.070000|0|1|1|0|4.843852e-006|1.562548e-004|
0.238000|3.994000|239600|4000200|200|20000|0.500000|0.070000|0|1|1|10|4.843852e-006|1.562548e-004|
1.157000|3.995000|1146000|4000200|200|20000|0.500000|0.070000|0|1|1|100|4.843852e-006|-1.562548e-004|
0.015000|0.285000|17600|250050|50|5000|0.500000|0.070000|0|1|1|0|4.843852e-006|-1.562548e-004|
0.185000|0.285000|171650|250050|50|5000|0.500000|0.070000|0|1|1|10|2.373478e-004|-1.093783e-003|
0.100000|0.294000|88350|250050|50|5000|0.500000|0.070000|0|1|1|100|4.843852e-006|1.562548e-004|
0.022000|0.824000|17600|750050|50|15000|0.500000|0.070000|0|1|1|0|4.843852e-006|-1.562548e-004|
0.580000|0.887000|507550|750050|50|15000|0.500000|0.070000|0|1|1|10|4.843852e-006|-1.562548e-004|
0.100000|0.849000|88350|750050|50|15000|0.500000|0.070000|0|1|1|100|4.843852e-006|1.562548e-004|
0.031000|2.359000|17600|2000050|50|40000|0.500000|0.070000|0|1|1|0|4.843852e-006|-1.562548e-004|
0.770000|2.412000|507550|2000050|50|40000|0.500000|0.070000|0|1|1|10|4.843852e-006|-1.562548e-004|
0.100000|2.491000|88350|2000050|50|40000|0.500000|0.070000|0|1|1|100|4.843852e-006|1.562548e-004|
0.448000|1.165000|386000|1000050|50|20000|0.300000|0.070000|0|1|1|0|4.843852e-006|-1.562548e-004|
0.216000|1.172000|167900|1000050|50|20000|0.300000|0.070000|0|1|1|10|4.843852e-006|1.562548e-004|
0.370000|1.071000|344750|1000050|50|20000|0.300000|0.070000|0|1|1|100|4.843852e-006|1.562548e-004|
1.119000|1.150000|963600|1000050|50|20000|0.700000|0.070000|0|1|1|0|4.843852e-006|-1.562548e-004|
0.417000|1.118000|367200|1000050|50|20000|0.700000|0.070000|0|1|1|10|4.843852e-006|1.562548e-004|
0.069000|1.087000|57800|1000050|50|20000|0.700000|0.070000|0|1|1|100|4.843852e-006|-1.562548e-004|
0.433000|1.188000|384650|1000050|50|20000|0.850000|0.070000|0|1|1|0|4.843852e-006|1.562548e-004|
0.918000|1.149000|792550|1000050|50|20000|0.850000|0.070000|0|1|1|10|4.843852e-006|-1.562548e-004|
0.201000|1.125000|176750|1000050|50|20000|0.850000|0.070000|0|1|1|100|4.843852e-006|1.562548e-004|
0.833000|1.119000|736950|1000050|50|20000|0.500000|0.030000|0|1|1|0|4.843852e-006|-1.562548e-004|
0.300000|1.187000|252850|1000050|50|20000|0.500000|0.030000|0|1|1|10|4.843852e-006|1.562548e-004|
0.000000|1.134000|400|1000050|50|20000|0.500000|0.030000|0|1|1|100|4.843852e-006|-1.562548e-004|
0.000000|1.134000|6600|1000050|50|20000|0.500000|0.100000|0|1|1|0|4.843852e-006|-1.562548e-004|
0.570000|1.134000|485800|1000050|50|20000|0.500000|0.100000|0|1|1|10|4.843852e-006|-1.562548e-004|
0.007000|1.187000|3700|1000050|50|20000|0.500000|0.100000|0|1|1|100|4.843852e-006|1.562548e-004|
0.000000|1.172000|7050|1000050|50|20000|0.500000|0.050000|0|1|1|0|4.843852e-006|-1.562548e-004|
0.702000|1.172000|616950|1000050|50|20000|0.500000|0.050000|0|1|1|10|4.843852e-006|-1.562548e-004|
0.702000|1.187000|574650|1000050|50|20000|0.500000|0.050000|0|1|1|100|4.843852e-006|-1.562548e-004|
0.664000|1.134000|587950|1000050|50|20000|0.500000|0.070000|1|1|1|0|3.552714e-015|4.867595e-009|
1.150000|1.166000|983650|1000050|50|20000|0.500000|0.070000|1|1|1|10|1.065814e-014|-7.378166e-009|
0.802000|1.171000|694050|1000050|50|20000|0.500000|0.070000|1|1|1|100|3.552714e-015|-4.811532e-009|
0.016000|1.119000|17600|1000050|50|20000|0.500000|0.070000|0|0|1|0|4.843852e-006|-1.562548e-004|
0.539000|1.118000|507550|1000050|50|20000|0.500000|0.070000|0|0|1|10|4.843852e-006|-1.562548e-004|
0.107000|1.141000|88350|1000050|50|20000|0.500000|0.070000|0|0|1|100|4.843852e-006|1.562548e-004|
0.031000|1.134000|17600|1000050|50|20000|0.500000|0.070000|0|1|0|0|4.843852e-006|-1.562548e-004|
0.617000|1.187000|507550|1000050|50|20000|0.500000|0.070000|0|1|0|10|4.843852e-006|-1.562548e-004|
0.100000|1.156000|88350|1000050|50|20000|0.500000|0.070000|0|1|0|100|4.843852e-006|1.562548e-004|
