1.277000|1.306000|14190|15030|0.950000|0.700000|200.000000|30|500|0|3.345406e-06|3.984497e-05|2.187567e-05|-2.968841e-05|-8.906522e-05|7.734611e-05|
0.531000|0.533000|14940|15030|0.950000|0.700000|200.000000|30|500|10|2.362584e-04|4.297006e-05|-7.656483e-05|-8.929960e-04|-6.179876e-04|6.172063e-05|
0.502000|0.566000|13290|15030|0.950000|0.700000|200.000000|30|500|100|5.581813e-06|-5.000152e-05|-8.515885e-05|1.562548e-06|1.796930e-05|-1.343791e-04|
0.433000|0.530000|12120|15030|0.300000|0.700000|200.000000|30|500|0|1.611748e-03|6.961150e-04|1.575829e-03|6.047059e-04|-2.159441e-03|3.570421e-04|
0.342000|0.456000|9750|15030|0.300000|0.700000|200.000000|30|500|10|2.735584e-03|-1.212537e-03|2.097720e-03|6.906461e-04|-1.069564e-03|-2.509452e-03|
0.201000|0.314000|9510|15030|0.300000|0.700000|200.000000|30|500|100|2.044781e-03|-1.821931e-03|-2.320383e-04|-4.953276e-04|1.905527e-03|-1.748491e-03|
0.304000|0.312000|14640|15030|0.550000|0.700000|200.000000|30|500|0|5.756929e-05|-2.078188e-04|3.796991e-04|2.039125e-04|-2.046937e-04|1.390667e-04|
0.460000|0.460000|15030|15030|0.550000|0.700000|200.000000|30|500|10|1.758439e-05|1.796930e-05|-2.031312e-04|-2.015686e-04|3.203223e-05|7.343974e-05|
0.292000|0.319000|13710|15030|0.550000|0.700000|200.000000|30|500|100|4.486108e-05|3.781365e-04|8.515885e-05|-2.586016e-04|5.156407e-05|-7.968993e-05|
0.236000|0.337000|10590|15030|0.750000|0.700000|200.000000|30|500|0|8.671221e-06|1.093783e-05|-5.312662e-05|-2.734458e-05|-3.906369e-06|2.000061e-04|
0.308000|0.341000|13650|15030|0.750000|0.700000|200.000000|30|500|10|1.381830e-06|5.000152e-05|3.437605e-05|-1.796930e-05|-5.234535e-05|-1.484420e-05|
0.385000|0.399000|14460|15030|0.750000|0.700000|200.000000|30|500|100|8.446346e-06|1.609424e-04|2.500076e-05|-7.812738e-06|2.734458e-05|1.234413e-04|
0.256000|0.334000|11490|15030|0.850000|0.700000|200.000000|30|500|0|1.200791e-06|-2.343821e-05|-3.125095e-06|-6.938894e-17|-2.343821e-05|-7.031464e-05|
0.341000|0.346000|14820|15030|0.850000|0.700000|200.000000|30|500|10|4.501755e-06|-2.343821e-06|1.093783e-05|1.500046e-04|-3.906369e-06|7.031464e-06|
0.300000|0.334000|13620|15030|0.850000|0.700000|200.000000|30|500|100|1.392971e-06|-3.593860e-05|-5.390789e-05|3.671987e-05|-3.828242e-05|-3.125095e-06|
0.332000|0.332000|15030|15030|0.650000|0.700000|200.000000|30|500|0|5.916402e-06|-6.875210e-05|-8.281503e-05|-6.250191e-05|-7.343974e-05|-9.453413e-05|
0.303000|0.331000|13650|15030|0.650000|0.700000|200.000000|30|500|10|8.481343e-06|5.000152e-05|1.296915e-04|-1.312540e-04|-1.484420e-05|7.734611e-05|
0.348000|0.348000|15030|15030|0.650000|0.700000|200.000000|30|500|100|8.014759e-06|-2.109439e-05|-1.171911e-04|1.359416e-04|7.343974e-05|-4.843898e-05|
0.241000|0.329000|11010|15030|0.970000|0.700000|200.000000|30|500|0|3.371079e-06|-3.515732e-05|-7.343974e-05|-5.468917e-05|-2.265694e-05|8.281503e-05|
0.338000|0.341000|14880|15030|0.970000|0.700000|200.000000|30|500|10|5.772622e-05|2.031312e-05|1.875057e-05|4.320444e-04|-9.375286e-05|-3.078219e-04|
0.326000|0.332000|14820|15030|0.970000|0.700000|200.000000|30|500|100|3.816898e-04|1.546922e-04|1.398480e-04|-3.453230e-04|-4.015747e-04|1.264882e-03|
0.314000|0.330000|14190|15030|0.950000|0.600000|200.000000|30|500|0|3.487210e-06|-8.984649e-05|7.734611e-05|-7.812738e-07|-1.640675e-05|5.703299e-05|
0.335000|0.337000|14940|15030|0.950000|0.600000|200.000000|30|500|10|2.473601e-04|-2.398511e-04|-1.015656e-05|-8.929960e-04|-6.179876e-04|9.922178e-05|
0.305000|0.343000|13290|15030|0.950000|0.600000|200.000000|30|500|100|1.165225e-05|-1.328166e-05|8.828394e-05|-9.062776e-05|1.523484e-04|-1.390667e-04|
0.326000|0.330000|14880|15030|0.950000|0.500000|200.000000|30|500|0|3.077299e-06|3.984497e-05|8.672139e-05|7.734611e-05|-1.953185e-05|-6.250191e-06|
0.277000|0.337000|12420|15030|0.950000|0.500000|200.000000|30|500|10|1.390113e-05|-1.617237e-04|1.382855e-04|-1.250038e-05|1.140660e-04|1.078158e-04|
0.314000|0.336000|14130|15030|0.950000|0.500000|200.000000|30|500|100|1.201263e-05|-4.609516e-05|8.828394e-05|6.875210e-05|2.117252e-04|3.281350e-05|
