3.804000|3.869000|147180|150030|0.950000|0.700000|200.000000|30|5000|0|1.082601e-07|-7.812738e-07|-3.125095e-06|-7.812738e-07|-3.125095e-06|-7.031464e-06|7.812738e-07|4.687643e-06|2.343821e-06|-2.109439e-05|-1.562548e-06|
2.857000|3.437000|123780|150030|0.950000|0.700000|200.000000|30|5000|10|1.885469e-07|7.812738e-07|3.906369e-06|-2.500076e-05|-7.031464e-06|1.093783e-05|7.812738e-06|7.812738e-07|-3.906369e-06|7.812738e-06|-1.562548e-06|
4.991000|5.638000|140580|150030|0.950000|0.700000|200.000000|30|5000|100|1.667496e-07|1.484420e-05|3.125095e-06|2.187567e-05|-1.562548e-06|1.562548e-06|7.812738e-07|-8.594012e-06|-1.562548e-06|-7.031464e-06|-7.812738e-07|
4.579000|4.610000|148650|150030|0.300000|0.700000|200.000000|30|5000|0|1.951279e-02|-2.693051e-03|2.135221e-03|1.757866e-04|1.110190e-03|-5.734550e-04|2.114908e-03|5.440791e-03|2.337571e-03|-5.557201e-03|3.812616e-03|
3.362000|3.498000|144090|150030|0.300000|0.700000|200.000000|30|5000|10|1.326177e-02|-2.600079e-03|6.953337e-04|-3.615735e-03|-1.718802e-05|-1.974279e-03|-2.343821e-03|7.187719e-04|5.531419e-04|-4.632954e-03|-3.854024e-03|
2.221000|3.908000|79200|150030|0.300000|0.700000|200.000000|30|5000|100|1.352392e-02|-3.461043e-03|-4.929838e-04|-3.370415e-03|5.226722e-04|3.120408e-03|-4.849367e-03|-5.382977e-04|1.832868e-03|-1.411762e-03|-2.328196e-03|
3.283000|3.699000|133230|150030|0.550000|0.700000|200.000000|30|5000|0|2.186383e-04|-2.062563e-04|-2.203192e-04|-2.890713e-05|7.008026e-04|-1.554735e-04|-4.703268e-04|-2.664144e-04|2.906339e-04|3.289163e-04|1.000030e-04|
3.845000|3.855000|149550|150030|0.550000|0.700000|200.000000|30|5000|10|4.131936e-04|-1.796930e-05|2.296945e-04|1.937559e-04|4.922025e-05|2.343821e-04|6.203314e-04|2.140690e-04|-6.297067e-04|-8.594012e-06|1.052376e-03|
4.311000|4.327000|149280|150030|0.550000|0.700000|200.000000|30|5000|100|3.871383e-04|-3.945433e-04|-1.328166e-04|-3.796991e-04|5.226722e-04|-7.031464e-06|2.804773e-04|-5.336100e-04|-2.687582e-04|-2.492264e-04|9.289346e-04|
6.235000|6.763000|134520|150030|0.750000|0.700000|200.000000|30|5000|0|4.590761e-07|6.250191e-06|2.890713e-05|-5.468917e-06|-2.265694e-05|3.906369e-06|-1.875057e-05|3.906369e-06|2.343821e-06|2.187567e-05|-5.468917e-06|
6.655000|6.760000|145950|150030|0.750000|0.700000|200.000000|30|5000|10|2.993501e-07|4.518167e-16|1.328166e-05|1.562548e-05|-2.343821e-05|-7.812738e-06|5.468917e-06|1.171911e-05|1.562548e-06|-9.375286e-06|1.484420e-05|
4.066000|4.115000|148050|150030|0.750000|0.700000|200.000000|30|5000|100|2.082735e-06|-3.515732e-05|3.437605e-05|-1.250038e-05|2.890713e-05|4.687643e-06|-5.625172e-05|9.375286e-06|-1.718802e-05|5.781426e-05|1.328166e-05|
3.686000|4.033000|137580|150030|0.850000|0.700000|200.000000|30|5000|0|3.875081e-08|7.812738e-07|1.562548e-06|-9.375286e-06|-1.562548e-06|-5.468917e-06|3.125095e-06|-7.812738e-07|-7.031464e-06|3.125095e-06|-1.562548e-06|
3.801000|4.386000|133470|150030|0.850000|0.700000|200.000000|30|5000|10|6.656664e-07|7.812738e-06|1.484420e-05|-1.562548e-05|3.125095e-06|4.687643e-05|-2.343821e-06|-1.484420e-05|-3.906369e-06|-1.562548e-05|-1.171911e-05|
6.095000|6.144000|148410|150030|0.850000|0.700000|200.000000|30|5000|100|2.839708e-07|2.968841e-05|-1.093783e-05|1.562548e-06|3.906369e-06|1.406293e-05|7.812738e-06|3.906369e-06|-7.031464e-06|-3.906369e-06|8.594012e-06|
4.984000|5.557000|141240|150030|0.650000|0.700000|200.000000|30|5000|0|1.612627e-05|-2.656331e-05|-1.500046e-04|-2.109439e-05|1.695364e-04|-2.343821e-05|-8.828394e-05|-6.328318e-05|1.281289e-04|1.015656e-05|4.687643e-06|
5.459000|5.487000|148830|150030|0.650000|0.700000|200.000000|30|5000|10|5.218403e-06|-5.234535e-05|-8.906522e-05|-4.687643e-06|7.187719e-05|-4.687643e-06|-3.671987e-05|-1.953185e-05|1.796930e-05|-8.984649e-05|-1.718802e-05|
4.726000|4.767000|148680|150030|0.650000|0.700000|200.000000|30|5000|100|9.215671e-06|1.296915e-04|-1.085971e-04|-4.297006e-05|1.171911e-05|-1.796930e-05|3.750114e-05|-3.906369e-05|2.812586e-05|-3.906369e-06|1.085971e-04|
4.400000|5.168000|127050|150030|0.970000|0.700000|200.000000|30|5000|0|7.603637e-07|1.406293e-05|2.031312e-05|-1.562548e-06|-3.906369e-06|1.875057e-05|-2.578204e-05|-2.882623e-17|4.531388e-05|8.594012e-06|-7.812738e-06|
4.029000|4.330000|138480|150030|0.970000|0.700000|200.000000|30|5000|10|7.101087e-07|1.718802e-05|7.031464e-06|4.687643e-06|5.078280e-05|7.812738e-06|1.640675e-05|8.594012e-06|-1.406293e-05|-4.687643e-06|3.125095e-06|
3.556000|3.559000|149940|150030|0.970000|0.700000|200.000000|30|5000|100|4.456344e-07|-2.418211e-16|-6.250191e-06|-2.343821e-05|-1.562548e-06|3.906369e-06|-5.468917e-06|6.250191e-06|1.015656e-05|-2.421949e-05|2.968841e-05|
