0.212000|0.219000|48250|50050|1.700000|0.100000|0.100000|0.100000|160|3|50|1000|0|3.055901e+00|-2.409408e-03|-1.009225e+00|9.988612e-01|2.716244e-03|2.571871e-03|-6.420425e-04|-9.971074e-01|1.264119e-03|-1.060724e-02|6.298305e-04|
0.187000|0.193000|48200|50050|1.700000|0.100000|0.100000|0.100000|160|3|50|1000|10|5.974269e+00|1.990428e+00|9.955619e-01|-2.617227e-03|1.162601e-03|2.335570e-03|1.663450e-03|-6.129560e-04|-9.935146e-01|1.494312e-03|-1.017324e-03|
0.157000|0.162000|48350|50050|1.700000|0.100000|0.100000|0.100000|160|3|50|1000|100|4.980098e+00|-2.108039e-03|9.966324e-01|-1.446125e-04|9.960333e-01|-9.933178e-01|-2.096583e-03|-1.774605e-03|9.935655e-01|9.960096e-01|2.242832e-03|
0.125000|0.156000|40250|50050|1.750000|0.100000|0.100000|0.100000|160|3|50|1000|0|3.985983e+00|1.351775e-03|-9.954742e-01|-9.978408e-01|-8.867652e-05|4.329487e-03|-1.036012e-04|2.684670e-04|-1.077259e-03|-9.944939e-01|-9.943448e-01|
0.160000|0.166000|48350|50050|1.750000|0.100000|0.100000|0.100000|160|3|50|1000|10|5.018100e+00|-9.895110e-01|1.185522e-03|1.005006e+00|-1.439072e-03|9.933410e-01|-1.002194e+00|3.292865e-03|2.219078e-03|-2.515377e-03|-9.922804e-01|
0.253000|0.258000|48300|50050|1.750000|0.100000|0.100000|0.100000|160|3|50|1000|100|5.017248e+00|4.574603e-03|-4.854496e-03|4.651578e-03|-7.030006e-03|8.422140e-03|-1.993302e+00|-2.395963e-03|-2.727325e-03|-1.692404e-04|9.932631e-01|
0.160000|0.168000|48250|50050|1.600000|0.100000|0.100000|0.100000|160|3|50|1000|0|9.949586e+00|-1.989913e+00|9.949595e-01|-1.015981e-07|9.949594e-01|-9.949584e-01|-9.949573e-01|1.282773e-06|-9.949601e-01|9.949587e-01|-1.275942e-07|
0.155000|0.160000|48350|50050|1.600000|0.100000|0.100000|0.100000|160|3|50|1000|10|2.985210e+00|-3.739812e-04|-9.942672e-01|1.420172e-04|4.415539e-04|7.220081e-04|5.070918e-07|3.926137e-04|9.947773e-01|9.950406e-01|3.619165e-04|
0.159000|0.164000|48300|50050|1.600000|0.100000|0.100000|0.100000|160|3|50|1000|100|4.974795e+00|9.657314e-08|-9.949572e-01|9.949561e-01|-4.741042e-07|-9.949612e-01|-9.949604e-01|1.568682e-06|-9.949581e-01|-1.167810e-07|-2.394690e-07|
0.155000|0.161000|48150|50050|1.500000|0.100000|0.100000|0.100000|160|3|50|1000|0|1.094455e+01|-9.949400e-01|-4.221334e-05|6.692045e-05|1.989899e+00|-1.550684e-05|1.625020e-05|-4.208367e-05|-9.949566e-01|-9.949608e-01|-1.990060e+00|
0.156000|0.162000|48350|50050|1.500000|0.100000|0.100000|0.100000|160|3|50|1000|10|1.193993e+01|9.956531e-01|2.170734e-05|-9.951646e-01|1.989278e+00|3.489433e-04|9.951486e-01|-3.618274e-05|1.989809e+00|9.951165e-01|-1.023193e-03|
0.159000|0.164000|48350|50050|1.500000|0.100000|0.100000|0.100000|160|3|50|1000|100|1.193950e+01|9.949618e-01|-1.989910e+00|9.949543e-01|9.345988e-06|1.989918e+00|8.540652e-06|-1.276301e-06|9.949433e-01|-2.631537e-06|9.949574e-01|
0.152000|0.157000|48350|50050|1.350000|0.100000|0.100000|0.100000|160|3|50|1000|0|2.189013e+01|9.946531e-01|9.951108e-01|-9.940361e-01|1.988130e+00|2.984980e+00|1.989107e+00|-9.950077e-01|-9.955738e-01|-2.389685e-04|-4.302071e-04|
0.149000|0.158000|47150|50050|1.350000|0.100000|0.100000|0.100000|160|3|50|1000|10|8.954626e+00|2.247594e-09|-9.949586e-01|5.409987e-09|9.949586e-01|9.949586e-01|-9.949586e-01|1.612948e-09|-1.989912e+00|9.949586e-01|1.391692e-09|
0.173000|0.179000|48350|50050|1.350000|0.100000|0.100000|0.100000|160|3|50|1000|100|1.094459e+01|-1.060144e-04|-9.949405e-01|3.976413e-05|-5.928518e-05|1.989912e+00|-9.944874e-01|1.141111e-05|9.071876e-06|9.949644e-01|1.989846e+00|
0.153000|0.159000|48350|50050|1.200000|0.100000|0.100000|0.100000|160|3|50|1000|0|1.393077e+01|-9.952869e-01|-1.990987e+00|3.110147e-04|1.988903e+00|1.316998e-03|9.956913e-01|-9.952229e-01|-9.948599e-01|-9.935041e-01|-9.948873e-01|
0.156000|0.161000|48350|50050|1.200000|0.100000|0.100000|0.100000|160|3|50|1000|10|6.964708e+00|3.065031e-06|2.837923e-06|4.615479e-07|-1.842977e-07|-1.658377e-07|9.949565e-01|-1.036649e-07|-9.949605e-01|1.989911e+00|-9.949581e-01|
0.160000|0.165000|48350|50050|1.200000|0.100000|0.100000|0.100000|160|3|50|1000|100|1.392941e+01|1.989911e+00|3.007557e-06|9.949579e-01|1.388854e-06|-9.530606e-07|1.232907e-06|3.092573e-06|-9.949590e-01|-1.989906e+00|1.989912e+00|
0.048000|0.159000|14900|50050|2.000000|0.100000|0.100000|0.100000|160|3|50|1000|0|3.395712e+01|1.040763e+00|1.789330e+00|-2.221525e-02|-1.027862e+00|1.579090e-01|1.009437e+00|-1.134675e+00|8.816567e-01|-9.556737e-01|1.900061e+00|
0.156000|0.159000|49150|50050|2.000000|0.100000|0.100000|0.100000|160|3|50|1000|10|2.566483e+01|-1.006580e+00|-2.240315e-02|8.148541e-02|8.091249e-01|1.050887e+00|1.023175e+00|1.083121e+00|7.374040e-02|8.737344e-01|-1.162948e+00|
0.127000|0.165000|39400|50050|2.000000|0.100000|0.100000|0.100000|160|3|50|1000|100|3.207879e+01|3.612754e-01|-2.502585e-03|2.383380e-02|-9.883612e-01|-4.299692e-02|8.285200e-02|-2.091037e-02|-1.362056e-01|7.782934e-01|-3.980189e-02|
0.154000|0.159000|48250|50050|1.700000|0.200000|0.100000|0.100000|160|3|50|1000|0|2.022760e+00|-3.850969e-03|-8.359558e-03|-1.290613e-03|-6.215816e-03|-1.920913e-03|-9.926918e-01|-4.362410e-04|2.220093e-03|-9.902005e-01|1.995955e-03|
0.153000|0.161000|47450|50050|1.700000|0.200000|0.100000|0.100000|160|3|50|1000|10|2.277744e+00|6.773042e-03|1.833993e-02|-1.030437e-02|9.906379e-01|4.082674e-03|5.111926e-03|-9.935514e-01|3.074659e-03|-2.526522e-03|2.976744e-02|
0.158000|0.164000|48350|50050|1.700000|0.200000|0.100000|0.100000|160|3|50|1000|100|3.979936e+00|-1.905104e-04|-9.950371e-01|3.578418e-04|-5.416741e-05|-8.761597e-05|-2.198010e-04|9.953445e-01|-9.947264e-01|9.950081e-01|2.611912e-04|
0.157000|0.162000|48350|50050|1.700000|0.050000|0.100000|0.100000|160|3|50|1000|0|2.984904e+00|4.352770e-06|1.272047e-04|-9.949108e-01|-1.128812e-04|-8.469363e-05|9.948528e-01|-9.949047e-01|-1.997446e-04|-1.819973e-05|2.016285e-04|
0.152000|0.158000|48350|50050|1.700000|0.050000|0.100000|0.100000|160|3|50|1000|10|4.978798e+00|9.940195e-01|-5.785956e-04|1.018254e-03|9.913342e-01|9.943791e-01|-9.947164e-01|-1.633034e-03|3.036258e-04|-3.002104e-04|-9.937120e-01|
0.155000|0.161000|48350|50050|1.700000|0.050000|0.100000|0.100000|160|3|50|1000|100|6.976263e+00|8.560343e-04|-3.966888e-03|-9.891938e-01|9.947282e-01|-9.935906e-01|1.989933e+00|2.338052e-03|2.073974e-04|-1.066515e-03|-3.671867e-05|
0.166000|0.171000|48350|50050|1.700000|0.300000|0.100000|0.100000|160|3|50|1000|0|9.950149e-01|6.278952e-05|2.846167e-05|-6.641073e-05|-2.025116e-04|-3.079175e-05|3.643751e-04|-9.950069e-01|6.350794e-05|2.793458e-04|-1.147514e-04|
0.154000|0.159000|48350|50050|1.700000|0.300000|0.100000|0.100000|160|3|50|1000|10|3.979838e+00|-4.535544e-05|-5.992308e-05|-9.949402e-01|-9.949699e-01|1.557512e-05|9.949577e-01|-1.794655e-05|-3.214408e-05|4.087615e-06|-9.950046e-01|
0.156000|0.161000|48350|50050|1.700000|0.300000|0.100000|0.100000|160|3|50|1000|100|7.960449e+00|1.681286e-03|1.550884e-05|9.950710e-01|1.102903e-04|9.942485e-01|5.162930e-04|-2.844797e-04|-1.990312e+00|9.951683e-01|9.951346e-01|
