0.193000|0.200000|48300|50050|1.700000|0.100000|0.100000|0.100000|160|3|50|1000|0|1.288775e-05|-1.032931e-05|-1.505026e-04|1.064871e-04|1.663923e-04|5.636827e-05|
0.110000|0.135000|40150|50050|1.700000|0.100000|0.100000|0.100000|160|3|50|1000|10|7.325269e-10|2.626501e-09|-2.412736e-07|-1.389285e-06|-1.177882e-06|5.626142e-07|
0.110000|0.114000|48300|50050|1.700000|0.100000|0.100000|0.100000|160|3|50|1000|100|3.632437e-10|-5.189912e-07|-8.137691e-07|-3.809748e-07|-2.993315e-07|8.152356e-07|
0.102000|0.105000|48350|50050|1.750000|0.100000|0.100000|0.100000|160|3|50|1000|0|1.117400e-04|-2.331771e-05|-2.839256e-04|-1.145870e-04|2.091084e-05|6.844735e-04|
0.108000|0.112000|48350|50050|1.750000|0.100000|0.100000|0.100000|160|3|50|1000|10|3.271670e-06|-9.102357e-05|-8.204206e-05|1.999218e-05|3.238602e-05|-5.118273e-06|
0.092000|0.119000|40300|50050|1.750000|0.100000|0.100000|0.100000|160|3|50|1000|100|1.403608e-07|-1.750037e-05|1.181598e-05|-1.379967e-05|4.967759e-06|-6.819258e-06|
0.115000|0.119000|48350|50050|1.600000|0.100000|0.100000|0.100000|160|3|50|1000|0|9.949591e-01|3.337920e-08|5.115670e-08|2.955917e-08|-1.633830e-07|9.949587e-01|
0.126000|0.126000|50050|50050|1.600000|0.100000|0.100000|0.100000|160|3|50|1000|10|1.969025e+00|-1.218444e-02|-4.902922e-02|2.998056e-02|-1.190484e-02|9.582378e-01|
0.133000|0.137000|48350|50050|1.600000|0.100000|0.100000|0.100000|160|3|50|1000|100|2.375481e-07|-1.951392e-05|5.061086e-06|1.839896e-05|9.823615e-06|1.886621e-05|
0.129000|0.134000|48300|50050|1.500000|0.100000|0.100000|0.100000|160|3|50|1000|0|1.421085e-14|5.300429e-09|4.324385e-09|1.716956e-09|8.086197e-10|-4.587331e-09|
0.121000|0.146000|40250|50050|1.500000|0.100000|0.100000|0.100000|160|3|50|1000|10|1.989918e+00|1.248526e-09|9.949586e-01|-3.000713e-09|9.949586e-01|9.092596e-10|
0.072000|0.137000|23400|50050|1.500000|0.100000|0.100000|0.100000|160|3|50|1000|100|9.949591e-01|-1.219352e-09|-1.098696e-09|3.136160e-09|-9.949586e-01|-1.323927e-09|
0.055000|0.120000|23150|50050|1.350000|0.100000|0.100000|0.100000|160|3|50|1000|0|9.949591e-01|9.949586e-01|8.369088e-10|2.373784e-09|3.545179e-09|3.561589e-09|
0.037000|0.123000|14600|50050|1.350000|0.100000|0.100000|0.100000|160|3|50|1000|10|2.984877e+00|-5.815676e-10|-9.949586e-01|4.364835e-09|9.949586e-01|9.949586e-01|
0.121000|0.130000|46800|50050|1.350000|0.100000|0.100000|0.100000|160|3|50|1000|100|0.000000e+00|-1.787959e-09|2.594505e-09|2.072576e-10|-8.286493e-10|-1.523248e-09|
0.080000|0.135000|29150|50050|1.200000|0.100000|0.100000|0.100000|160|3|50|1000|0|1.989918e+00|3.379235e-09|9.949586e-01|7.198835e-10|-9.949586e-01|1.002561e-09|
0.082000|0.144000|29600|50050|1.200000|0.100000|0.100000|0.100000|160|3|50|1000|10|1.989918e+00|9.949586e-01|5.004487e-10|-2.736183e-09|1.112421e-09|9.949586e-01|
0.076000|0.139000|28400|50050|1.200000|0.100000|0.100000|0.100000|160|3|50|1000|100|3.979836e+00|-9.949586e-01|9.949586e-01|-5.357554e-11|-9.949586e-01|-9.949586e-01|
0.108000|0.123000|43400|50050|2.000000|0.100000|0.100000|0.100000|160|3|50|1000|0|2.940167e+00|-1.050178e+00|3.281156e-02|1.036591e-02|1.550382e-02|1.013427e+00|
0.081000|0.121000|33600|50050|2.000000|0.100000|0.100000|0.100000|160|3|50|1000|10|4.734446e+00|-2.737528e-02|1.650907e-02|-2.744264e-02|-1.104802e-01|1.068607e+00|
0.052000|0.129000|20550|50050|2.000000|0.100000|0.100000|0.100000|160|3|50|1000|100|2.629526e+00|1.835109e-02|2.319304e-02|1.125127e-01|1.534361e-02|-1.541759e-03|
0.106000|0.132000|40050|50050|1.700000|0.200000|0.100000|0.100000|160|3|50|1000|0|9.632686e-10|3.302151e-07|1.100434e-06|1.644705e-06|-7.230300e-07|5.546092e-07|
0.140000|0.145000|48350|50050|1.700000|0.200000|0.100000|0.100000|160|3|50|1000|10|4.731458e-08|2.679134e-06|1.094968e-06|3.809813e-06|-1.084112e-05|9.902976e-06|
0.118000|0.122000|48300|50050|1.700000|0.200000|0.100000|0.100000|160|3|50|1000|100|2.996827e-08|6.840240e-06|-5.040075e-08|-9.845258e-06|-2.390919e-06|1.272290e-06|
0.096000|0.119000|40000|50050|1.700000|0.050000|0.100000|0.100000|160|3|50|1000|0|1.367560e-09|-1.158895e-07|-1.966495e-06|1.916616e-08|-1.058861e-06|1.375196e-06|
0.085000|0.109000|39950|50050|1.700000|0.050000|0.100000|0.100000|160|3|50|1000|10|4.605738e-10|3.471334e-07|-3.751678e-08|1.161335e-06|2.867243e-07|8.767712e-07|
0.069000|0.105000|32250|50050|1.700000|0.050000|0.100000|0.100000|160|3|50|1000|100|1.826649e-09|-1.737947e-06|-6.755951e-07|4.105084e-07|-6.626595e-08|2.357432e-06|
0.121000|0.125000|48300|50050|1.700000|0.300000|0.100000|0.100000|160|3|50|1000|0|9.949591e-01|-8.014412e-07|9.949659e-01|3.437470e-07|1.230839e-06|-1.498452e-06|
0.104000|0.108000|48300|50050|1.700000|0.300000|0.100000|0.100000|160|3|50|1000|10|1.649290e-09|-1.081495e-06|-1.162621e-06|1.268411e-06|2.045135e-06|-2.323747e-08|
0.068000|0.171000|32250|50050|1.700000|0.300000|0.100000|0.100000|160|3|50|1000|100|3.260602e-09|-2.192435e-08|2.987296e-06|1.239689e-06|2.322939e-06|-7.601728e-07|
0.100000|0.103000|48350|50050|1.700000|0.010000|0.100000|0.100000|160|3|50|1000|0|4.303587e-09|-1.412649e-06|7.342962e-07|-3.118311e-06|2.821935e-06|-1.212589e-06|
0.099000|0.103000|48150|50050|1.700000|0.010000|0.100000|0.100000|160|3|50|1000|10|9.949591e-01|-2.358555e-06|3.825737e-06|-9.949587e-01|-6.979835e-07|-3.965227e-07|
0.053000|0.106000|23950|50050|1.700000|0.010000|0.100000|0.100000|160|3|50|1000|100|7.007863e-09|-1.578396e-06|4.692700e-06|-1.451346e-06|-3.070096e-07|2.934252e-06|
0.096000|0.100000|47750|50050|1.700000|0.500000|0.100000|0.100000|160|3|50|1000|0|1.303587e-08|-3.363750e-06|3.491400e-06|3.368202e-06|1.404013e-06|-5.374652e-06|
0.099000|0.103000|48100|50050|1.700000|0.500000|0.100000|0.100000|160|3|50|1000|10|1.832831e-07|1.158078e-06|-1.372420e-05|1.919680e-06|1.245599e-05|2.398565e-05|
0.100000|0.105000|47500|50050|1.700000|0.500000|0.100000|0.100000|160|3|50|1000|100|1.389163e+00|2.823081e-02|5.790283e-02|-4.504304e-02|-2.940953e-02|3.632158e-03|
0.101000|0.105000|48250|50050|1.700000|0.000000|0.100000|0.100000|160|3|50|1000|0|2.430821e-08|-3.130316e-06|-4.161491e-06|3.174546e-07|-5.160093e-06|8.287451e-06|
0.117000|0.121000|48250|50050|1.700000|0.000000|0.100000|0.100000|160|3|50|1000|10|6.138031e-09|2.548883e-06|1.685300e-06|1.240712e-06|4.357720e-06|-1.035744e-06|
0.092000|0.114000|40250|50050|1.700000|0.000000|0.100000|0.100000|160|3|50|1000|100|6.860714e-08|-2.491030e-06|-1.031663e-05|-7.993845e-07|8.786842e-06|1.246315e-05|
0.097000|0.120000|40150|50050|1.700000|0.700000|0.100000|0.100000|160|3|50|1000|0|1.581918e-05|8.716128e-05|-1.865709e-04|-5.872656e-05|1.148973e-04|-1.438087e-04|
0.098000|0.119000|39950|50050|1.700000|0.700000|0.100000|0.100000|160|3|50|1000|10|1.477480e-06|-5.080949e-06|-1.342691e-05|-8.384247e-05|-2.472792e-06|1.433533e-05|
0.101000|0.106000|47800|50050|1.700000|0.700000|0.100000|0.100000|160|3|50|1000|100|9.334690e-01|-3.495916e-02|-1.349092e-02|4.787087e-02|3.001237e-02|1.155427e-02|
0.097000|0.102000|47350|50050|1.700000|1.000000|0.100000|0.100000|160|3|50|1000|0|1.098627e-04|7.192733e-05|1.030865e-04|7.082416e-04|-1.500763e-04|-1.176300e-04|
0.120000|0.124000|48350|50050|1.700000|1.000000|0.100000|0.100000|160|3|50|1000|10|7.367185e-02|-1.836462e-03|1.733023e-03|1.904992e-02|-9.427164e-05|-1.578379e-03|
0.113000|0.117000|48200|50050|1.700000|1.000000|0.100000|0.100000|160|3|50|1000|100|1.170986e-01|7.517728e-04|1.961219e-02|-1.100913e-02|-9.038111e-03|1.643488e-03|
0.109000|0.118000|45950|50050|1.700000|1.200000|0.100000|0.100000|160|3|50|1000|0|2.570430e-02|-2.654386e-03|-1.024652e-02|5.649316e-04|1.848036e-03|3.718707e-03|
0.138000|0.158000|42850|50050|1.700000|1.200000|0.100000|0.100000|160|3|50|1000|10|1.338576e+00|-7.999374e-03|4.050351e-02|9.924024e-01|2.587525e-03|4.802732e-03|
0.109000|0.138000|38600|50050|1.700000|1.200000|0.100000|0.100000|160|3|50|1000|100|6.394704e-01|-5.354807e-02|-1.369523e-02|1.384526e-02|-3.961540e-04|1.873202e-03|
0.111000|0.138000|40150|50050|1.700000|1.500000|0.100000|0.100000|160|3|50|1000|0|1.169726e+00|-1.604277e-02|1.856803e-02|1.442064e-02|5.641414e-03|7.169925e-02|
0.090000|0.143000|29950|50050|1.700000|1.500000|0.100000|0.100000|160|3|50|1000|10|1.312025e+00|-4.390550e-03|3.693666e-02|1.174867e-02|-9.938478e-01|-9.026963e-03|
0.124000|0.135000|45950|50050|1.700000|1.500000|0.100000|0.100000|160|3|50|1000|100|5.284079e-02|5.354750e-03|1.045315e-02|3.541625e-03|-9.613154e-03|4.849715e-03|
0.110000|0.138000|40300|50050|1.700000|0.100000|0.200000|0.100000|160|3|50|1000|0|3.593783e-10|-1.031820e-07|-6.680613e-07|-3.543609e-07|-1.072652e-06|2.798976e-07|
0.147000|0.152000|48300|50050|1.700000|0.100000|0.200000|0.100000|160|3|50|1000|10|9.818280e-11|-3.791355e-07|-2.515391e-07|-5.130688e-07|1.383834e-07|-7.425567e-08|
0.127000|0.158000|40150|50050|1.700000|0.100000|0.200000|0.100000|160|3|50|1000|100|4.470664e-10|7.108809e-07|-2.290353e-07|1.132347e-06|-2.806395e-07|5.784935e-07|
0.118000|0.123000|47550|50050|1.700000|0.100000|0.050000|0.100000|160|3|50|1000|0|1.828383e-09|3.698329e-07|4.597936e-07|-5.707930e-07|-2.015054e-06|2.116966e-06|
0.107000|0.112000|48350|50050|1.700000|0.100000|0.050000|0.100000|160|3|50|1000|10|9.950233e-01|-1.794162e-04|4.508594e-04|-9.952064e-01|-7.053403e-05|1.482222e-04|
0.111000|0.115000|48050|50050|1.700000|0.100000|0.050000|0.100000|160|3|50|1000|100|2.916554e-07|2.642885e-05|-2.385388e-05|5.329797e-07|-9.188651e-06|1.085766e-05|
0.109000|0.113000|48250|50050|1.700000|0.100000|0.300000|0.100000|160|3|50|1000|0|1.104063e-09|6.702036e-07|-2.139237e-06|-3.578962e-07|7.419898e-08|-6.371553e-07|
0.112000|0.115000|48350|50050|1.700000|0.100000|0.300000|0.100000|160|3|50|1000|10|1.491856e-10|-3.846269e-07|-6.848828e-07|-1.050948e-07|1.109823e-07|-3.341059e-07|
0.098000|0.102000|48350|50050|1.700000|0.100000|0.300000|0.100000|160|3|50|1000|100|7.904077e-11|-4.376527e-07|-1.292598e-08|9.400369e-08|2.623967e-07|3.591634e-07|
0.081000|0.102000|39850|50050|1.700000|0.100000|0.010000|0.100000|160|3|50|1000|0|1.490321e-06|-1.961352e-05|3.107684e-07|-7.196563e-05|4.378132e-05|-5.599746e-06|
0.098000|0.101000|48200|50050|1.700000|0.100000|0.010000|0.100000|160|3|50|1000|10|9.952996e-01|-9.952072e-01|9.790239e-04|-8.299595e-04|1.858395e-05|8.402410e-05|
