,ndims,niter,popsize,alpha_max,beta_max,angle_adjuster,coef,y
28,1.0,100.0,20.0,30.0,30.0,geometric,0.99,0.996121734204193
29,1.0,10.0,20.0,30.0,30.0,geometric,0.99,1.1867000943023456
30,1.0,50.0,20.0,30.0,30.0,geometric,0.99,0.996121734204193
31,1.0,100.0,20.0,30.0,30.0,geometric,0.99,0.9952477660309658
32,1.0,10.0,20.0,30.0,30.0,geometric,0.99,0.995544534620949
33,1.0,50.0,20.0,30.0,30.0,geometric,0.99,0.9952477660309658
34,1.0,100.0,20.0,30.0,30.0,geometric,0.99,0.04897929058341788
35,1.0,10.0,20.0,30.0,30.0,geometric,0.99,0.05749068504156263
36,1.0,50.0,20.0,30.0,30.0,geometric,0.99,0.04897929058341788
37,1.0,100.0,50.0,30.0,30.0,geometric,0.99,0.11293135235982632
38,1.0,10.0,50.0,30.0,30.0,geometric,0.99,0.14993938542231966
39,1.0,50.0,50.0,30.0,30.0,geometric,0.99,0.11293135235982632
40,1.0,100.0,50.0,30.0,30.0,geometric,0.99,0.45524901068188584
41,1.0,10.0,50.0,30.0,30.0,geometric,0.99,0.45524901068188584
42,1.0,50.0,50.0,30.0,30.0,geometric,0.99,0.45524901068188584
43,1.0,100.0,50.0,30.0,30.0,geometric,0.99,0.9949849212388386
44,1.0,10.0,50.0,30.0,30.0,geometric,0.99,0.9949849212388386
45,1.0,50.0,50.0,30.0,30.0,geometric,0.99,0.9949849212388386
46,1.0,100.0,100.0,30.0,30.0,geometric,0.99,0.26454253444564557
47,1.0,10.0,100.0,30.0,30.0,geometric,0.99,0.3164217959290401
48,1.0,50.0,100.0,30.0,30.0,geometric,0.99,0.26454253444564557
49,1.0,100.0,100.0,30.0,30.0,geometric,0.99,0.04454022160537363
50,1.0,10.0,100.0,30.0,30.0,geometric,0.99,0.04454022160537363
51,1.0,50.0,100.0,30.0,30.0,geometric,0.99,0.04454022160537363
52,1.0,100.0,100.0,30.0,30.0,geometric,0.99,0.37502120173409104
53,1.0,10.0,100.0,30.0,30.0,geometric,0.99,0.5183707804543172
54,1.0,50.0,100.0,30.0,30.0,geometric,0.99,0.37502120173409104
55,1.0,100.0,20.0,30.0,30.0,exponential,0.99,1.189970623187305
56,1.0,10.0,20.0,30.0,30.0,exponential,0.99,1.7043281088690652
57,1.0,50.0,20.0,30.0,30.0,exponential,0.99,1.5789172604512842
58,1.0,100.0,20.0,30.0,30.0,exponential,0.99,3.980204174000491
59,1.0,10.0,20.0,30.0,30.0,exponential,0.99,4.010618457756484
60,1.0,50.0,20.0,30.0,30.0,exponential,0.99,3.980204174000491
61,1.0,100.0,20.0,30.0,30.0,exponential,0.99,0.9949591144086387
62,1.0,10.0,20.0,30.0,30.0,exponential,0.99,0.9955373480977681
63,1.0,50.0,20.0,30.0,30.0,exponential,0.99,0.9949591144086387
64,1.0,100.0,50.0,30.0,30.0,exponential,0.99,0.9950045729400987
65,1.0,10.0,50.0,30.0,30.0,exponential,0.99,0.9979997556892979
66,1.0,50.0,50.0,30.0,30.0,exponential,0.99,0.9950170247609886
67,1.0,100.0,50.0,30.0,30.0,exponential,0.99,0.9949608462067001
68,1.0,10.0,50.0,30.0,30.0,exponential,0.99,1.0197658084169934
69,1.0,50.0,50.0,30.0,30.0,exponential,0.99,0.9949670524662597
70,1.0,100.0,50.0,30.0,30.0,exponential,0.99,0.32977165047809187
71,1.0,10.0,50.0,30.0,30.0,exponential,0.99,0.6865184632089036
72,1.0,50.0,50.0,30.0,30.0,exponential,0.99,0.3524272939825739
73,1.0,100.0,100.0,30.0,30.0,exponential,0.99,0.13886546594050664
74,1.0,10.0,100.0,30.0,30.0,exponential,0.99,0.13886546594050664
75,1.0,50.0,100.0,30.0,30.0,exponential,0.99,0.13886546594050664
76,1.0,100.0,100.0,30.0,30.0,exponential,0.99,0.9949616797514
77,1.0,10.0,100.0,30.0,30.0,exponential,0.99,0.9950079991414267
78,1.0,50.0,100.0,30.0,30.0,exponential,0.99,0.9950079991414267
79,1.0,100.0,100.0,30.0,30.0,exponential,0.99,0.48832573011319447
80,1.0,10.0,100.0,30.0,30.0,exponential,0.99,0.6353149210474491
81,1.0,50.0,100.0,30.0,30.0,exponential,0.99,0.5046086330362325
82,1.0,100.0,20.0,30.0,30.0,,0.99,0.9951158049529418
83,1.0,10.0,20.0,30.0,30.0,,0.99,2.0723022037649717
84,1.0,50.0,20.0,30.0,30.0,,0.99,1.008649250283563
85,1.0,100.0,20.0,30.0,30.0,,0.99,0.9950209427379981
86,1.0,10.0,20.0,30.0,30.0,,0.99,0.9950209427379981
87,1.0,50.0,20.0,30.0,30.0,,0.99,0.9950209427379981
88,1.0,100.0,20.0,30.0,30.0,,0.99,0.5783401861805935
89,1.0,10.0,20.0,30.0,30.0,,0.99,0.5783401861805935
90,1.0,50.0,20.0,30.0,30.0,,0.99,0.5783401861805935
91,1.0,100.0,50.0,30.0,30.0,,0.99,0.5355192745148294
92,1.0,10.0,50.0,30.0,30.0,,0.99,1.0610448783630062
93,1.0,50.0,50.0,30.0,30.0,,0.99,0.7999292583595192
94,1.0,100.0,50.0,30.0,30.0,,0.99,0.9949595014588883
95,1.0,10.0,50.0,30.0,30.0,,0.99,0.995210666099501
96,1.0,50.0,50.0,30.0,30.0,,0.99,0.9949595014588883
97,1.0,100.0,50.0,30.0,30.0,,0.99,0.3337003860720529
98,1.0,10.0,50.0,30.0,30.0,,0.99,0.4712023455386056
99,1.0,50.0,50.0,30.0,30.0,,0.99,0.4712023455386056
100,1.0,100.0,100.0,30.0,30.0,,0.99,0.4124567858856736
101,1.0,10.0,100.0,30.0,30.0,,0.99,0.4124567858856736
102,1.0,50.0,100.0,30.0,30.0,,0.99,0.4124567858856736
103,1.0,100.0,100.0,30.0,30.0,,0.99,0.994959095342427
104,1.0,10.0,100.0,30.0,30.0,,0.99,0.9960040652021096
105,1.0,50.0,100.0,30.0,30.0,,0.99,0.994959095342427
106,1.0,100.0,100.0,30.0,30.0,,0.99,0.4204010730848644
107,1.0,10.0,100.0,30.0,30.0,,0.99,0.9656052037765903
108,1.0,50.0,100.0,30.0,30.0,,0.99,0.7476962581404702
109,1.0,100.0,20.0,30.0,60.0,linear,0.99,0.060564999223913674
110,1.0,10.0,20.0,30.0,60.0,linear,0.99,0.060564999223913674
111,1.0,50.0,20.0,30.0,60.0,linear,0.99,0.060564999223913674
112,1.0,100.0,20.0,30.0,60.0,linear,0.99,0.9950282398847996
113,1.0,10.0,20.0,30.0,60.0,linear,0.99,1.0137709644162953
114,1.0,50.0,20.0,30.0,60.0,linear,0.99,0.9950282398847996
115,1.0,100.0,20.0,30.0,60.0,linear,0.99,0.3491614451677769
116,1.0,10.0,20.0,30.0,60.0,linear,0.99,0.5347286734571046
117,1.0,50.0,20.0,30.0,60.0,linear,0.99,0.3491614451677769
118,1.0,100.0,50.0,30.0,60.0,linear,0.99,0.10087230231904698
119,1.0,10.0,50.0,30.0,60.0,linear,0.99,0.10631428598924231
120,1.0,50.0,50.0,30.0,60.0,linear,0.99,0.10087230231904698
121,1.0,100.0,50.0,30.0,60.0,linear,0.99,0.0006081498872170243
122,1.0,10.0,50.0,30.0,60.0,linear,0.99,0.0006081498872170243
123,1.0,50.0,50.0,30.0,60.0,linear,0.99,0.0006081498872170243
124,1.0,100.0,50.0,30.0,60.0,linear,0.99,0.9949635982877787
125,1.0,10.0,50.0,30.0,60.0,linear,0.99,1.0175646383524448
126,1.0,50.0,50.0,30.0,60.0,linear,0.99,0.9953318110996072
127,1.0,100.0,100.0,30.0,60.0,linear,0.99,0.17056093186151777
128,1.0,10.0,100.0,30.0,60.0,linear,0.99,0.5411604810661537
129,1.0,50.0,100.0,30.0,60.0,linear,0.99,0.17056093186151777
130,1.0,100.0,100.0,30.0,60.0,linear,0.99,0.9949630581012201
131,1.0,10.0,100.0,30.0,60.0,linear,0.99,0.9949630581012201
132,1.0,50.0,100.0,30.0,60.0,linear,0.99,0.9949630581012201
133,1.0,100.0,100.0,30.0,60.0,linear,0.99,0.20512466398704454
134,1.0,10.0,100.0,30.0,60.0,linear,0.99,0.40647536639246695
135,1.0,50.0,100.0,30.0,60.0,linear,0.99,0.20512466398704454
136,1.0,100.0,20.0,30.0,60.0,geometric,0.99,0.9949960038727568
137,1.0,10.0,20.0,30.0,60.0,geometric,0.99,0.9949960038727568
138,1.0,50.0,20.0,30.0,60.0,geometric,0.99,0.9949960038727568
139,1.0,100.0,20.0,30.0,60.0,geometric,0.99,0.7673336296253908
140,1.0,10.0,20.0,30.0,60.0,geometric,0.99,0.8443121348969349
141,1.0,50.0,20.0,30.0,60.0,geometric,0.99,0.7673336296253908
142,1.0,100.0,20.0,30.0,60.0,geometric,0.99,0.12789958267350698
143,1.0,10.0,20.0,30.0,60.0,geometric,0.99,0.12789958267350698
144,1.0,50.0,20.0,30.0,60.0,geometric,0.99,0.12789958267350698
145,1.0,100.0,50.0,30.0,60.0,geometric,0.99,0.9949753939575352
146,1.0,10.0,50.0,30.0,60.0,geometric,0.99,0.9952281973812678
147,1.0,50.0,50.0,30.0,60.0,geometric,0.99,0.9949753939575352
148,1.0,100.0,50.0,30.0,60.0,geometric,0.99,0.038943603743417654
149,1.0,10.0,50.0,30.0,60.0,geometric,0.99,0.21865103437314914
150,1.0,50.0,50.0,30.0,60.0,geometric,0.99,0.038943603743417654
151,1.0,100.0,50.0,30.0,60.0,geometric,0.99,0.05315025555270658
152,1.0,10.0,50.0,30.0,60.0,geometric,0.99,0.09468374031089155
153,1.0,50.0,50.0,30.0,60.0,geometric,0.99,0.05315025555270658
154,1.0,100.0,100.0,30.0,60.0,geometric,0.99,0.12002090202622817
155,1.0,10.0,100.0,30.0,60.0,geometric,0.99,0.12002090202622817
156,1.0,50.0,100.0,30.0,60.0,geometric,0.99,0.12002090202622817
157,1.0,100.0,100.0,30.0,60.0,geometric,0.99,0.12885581769011445
158,1.0,10.0,100.0,30.0,60.0,geometric,0.99,0.1317095556748864
159,1.0,50.0,100.0,30.0,60.0,geometric,0.99,0.1317095556748864
160,1.0,100.0,100.0,30.0,60.0,geometric,0.99,0.8071277128871337
161,1.0,10.0,100.0,30.0,60.0,geometric,0.99,0.9951297290575383
162,1.0,50.0,100.0,30.0,60.0,geometric,0.99,0.8071277128871337
163,1.0,100.0,20.0,30.0,60.0,exponential,0.99,0.9955050124895273
164,1.0,10.0,20.0,30.0,60.0,exponential,0.99,0.9976289584841762
165,1.0,50.0,20.0,30.0,60.0,exponential,0.99,0.9955050124895273
166,1.0,100.0,20.0,30.0,60.0,exponential,0.99,0.6156091369661691
167,1.0,10.0,20.0,30.0,60.0,exponential,0.99,0.731311375243541
168,1.0,50.0,20.0,30.0,60.0,exponential,0.99,0.724539848075425
169,1.0,100.0,20.0,30.0,60.0,exponential,0.99,0.4779710626778346
170,1.0,10.0,20.0,30.0,60.0,exponential,0.99,0.6095593801505199
171,1.0,50.0,20.0,30.0,60.0,exponential,0.99,0.5157491058769974
172,1.0,100.0,50.0,30.0,60.0,exponential,0.99,0.07522559812244722
173,1.0,10.0,50.0,30.0,60.0,exponential,0.99,0.07522559812244722
174,1.0,50.0,50.0,30.0,60.0,exponential,0.99,0.07522559812244722
175,1.0,100.0,50.0,30.0,60.0,exponential,0.99,0.05480900350528728
176,1.0,10.0,50.0,30.0,60.0,exponential,0.99,0.0739377165294357
177,1.0,50.0,50.0,30.0,60.0,exponential,0.99,0.05480900350528728
178,1.0,100.0,50.0,30.0,60.0,exponential,0.99,0.0019590347128684016
179,1.0,10.0,50.0,30.0,60.0,exponential,0.99,0.0020921221850862537
180,1.0,50.0,50.0,30.0,60.0,exponential,0.99,0.0019590347128684016
181,1.0,100.0,100.0,30.0,60.0,exponential,0.99,0.6930671199388918
182,1.0,10.0,100.0,30.0,60.0,exponential,0.99,0.9960066645051988
183,1.0,50.0,100.0,30.0,60.0,exponential,0.99,0.8166967933636045
184,1.0,100.0,100.0,30.0,60.0,exponential,0.99,0.0049197720075468965
185,1.0,10.0,100.0,30.0,60.0,exponential,0.99,0.01095311041792435
186,1.0,50.0,100.0,30.0,60.0,exponential,0.99,0.0049197720075468965
187,1.0,100.0,100.0,30.0,60.0,exponential,0.99,0.028140131155348413
188,1.0,10.0,100.0,30.0,60.0,exponential,0.99,0.06458344943781924
189,1.0,50.0,100.0,30.0,60.0,exponential,0.99,0.028467969642031576
190,1.0,100.0,20.0,30.0,60.0,,0.99,0.029047928206086482
191,1.0,10.0,20.0,30.0,60.0,,0.99,0.5157147808820106
192,1.0,50.0,20.0,30.0,60.0,,0.99,0.12907120638875647
193,1.0,100.0,20.0,30.0,60.0,,0.99,0.20963470368195125
194,1.0,10.0,20.0,30.0,60.0,,0.99,1.001961793772443
195,1.0,50.0,20.0,30.0,60.0,,0.99,0.3839969920765256
196,1.0,100.0,20.0,30.0,60.0,,0.99,0.003584317579637286
197,1.0,10.0,20.0,30.0,60.0,,0.99,0.11930734858426284
198,1.0,50.0,20.0,30.0,60.0,,0.99,0.046392798080381326
199,1.0,100.0,50.0,30.0,60.0,,0.99,0.37615535155825874
200,1.0,10.0,50.0,30.0,60.0,,0.99,0.9957968067220104
201,1.0,50.0,50.0,30.0,60.0,,0.99,0.9950542166499066
202,1.0,100.0,50.0,30.0,60.0,,0.99,0.00024548137893454225
203,1.0,10.0,50.0,30.0,60.0,,0.99,0.33200864902360117
204,1.0,50.0,50.0,30.0,60.0,,0.99,0.0203209188381539
205,1.0,100.0,50.0,30.0,60.0,,0.99,0.04102714213434311
206,1.0,10.0,50.0,30.0,60.0,,0.99,0.36365754670265105
207,1.0,50.0,50.0,30.0,60.0,,0.99,0.12370340721385631
208,1.0,100.0,100.0,30.0,60.0,,0.99,0.6222952944628446
209,1.0,10.0,100.0,30.0,60.0,,0.99,0.995047566937215
210,1.0,50.0,100.0,30.0,60.0,,0.99,0.9949601250928382
211,1.0,100.0,100.0,30.0,60.0,,0.99,0.0024477326552219125
212,1.0,10.0,100.0,30.0,60.0,,0.99,0.026266297343434886
213,1.0,50.0,100.0,30.0,60.0,,0.99,0.026266297343434886
214,1.0,100.0,100.0,30.0,60.0,,0.99,0.011214904316156904
215,1.0,10.0,100.0,30.0,60.0,,0.99,0.019975524579605164
216,1.0,50.0,100.0,30.0,60.0,,0.99,0.01244598735301139
217,1.0,100.0,20.0,30.0,90.0,linear,0.99,0.995541341090119
218,1.0,10.0,20.0,30.0,90.0,linear,0.99,1.0779540041299462
219,1.0,50.0,20.0,30.0,90.0,linear,0.99,1.000204743270027
220,1.0,100.0,20.0,30.0,90.0,linear,0.99,1.0017919900164092
221,1.0,10.0,20.0,30.0,90.0,linear,0.99,1.0137991658925518
222,1.0,50.0,20.0,30.0,90.0,linear,0.99,1.0049249693336364
223,1.0,100.0,20.0,30.0,90.0,linear,0.99,0.1544366541133364
224,1.0,10.0,20.0,30.0,90.0,linear,0.99,1.0172482445044135
225,1.0,50.0,20.0,30.0,90.0,linear,0.99,0.1544366541133364
226,1.0,100.0,50.0,30.0,90.0,linear,0.99,0.0010587628266254256
227,1.0,10.0,50.0,30.0,90.0,linear,0.99,0.10269764454231378
228,1.0,50.0,50.0,30.0,90.0,linear,0.99,0.001910226718006669
229,1.0,100.0,50.0,30.0,90.0,linear,0.99,0.350285489035274
230,1.0,10.0,50.0,30.0,90.0,linear,0.99,0.9109059329439848
231,1.0,50.0,50.0,30.0,90.0,linear,0.99,0.350285489035274
232,1.0,100.0,50.0,30.0,90.0,linear,0.99,0.0004663005386333907
233,1.0,10.0,50.0,30.0,90.0,linear,0.99,0.023193241983177515
234,1.0,50.0,50.0,30.0,90.0,linear,0.99,0.0004663005386333907
235,1.0,100.0,100.0,30.0,90.0,linear,0.99,0.1236746791043366
236,1.0,10.0,100.0,30.0,90.0,linear,0.99,0.9949590596090072
237,1.0,50.0,100.0,30.0,90.0,linear,0.99,0.1236746791043366
238,1.0,100.0,100.0,30.0,90.0,linear,0.99,3.8888503084422155e-07
239,1.0,10.0,100.0,30.0,90.0,linear,0.99,1.4935051542153133e-06
240,1.0,50.0,100.0,30.0,90.0,linear,0.99,3.8888503084422155e-07
241,1.0,100.0,100.0,30.0,90.0,linear,0.99,0.0002032079848639512
242,1.0,10.0,100.0,30.0,90.0,linear,0.99,0.00048680506524156897
243,1.0,50.0,100.0,30.0,90.0,linear,0.99,0.0002032079848639512
244,1.0,100.0,20.0,30.0,90.0,geometric,0.99,0.050559284548876704
245,1.0,10.0,20.0,30.0,90.0,geometric,0.99,0.1478144779265449
246,1.0,50.0,20.0,30.0,90.0,geometric,0.99,0.050559284548876704
247,1.0,100.0,20.0,30.0,90.0,geometric,0.99,0.36499304637246155
248,1.0,10.0,20.0,30.0,90.0,geometric,0.99,1.0572750070094443
249,1.0,50.0,20.0,30.0,90.0,geometric,0.99,0.36499304637246155
250,1.0,100.0,20.0,30.0,90.0,geometric,0.99,0.17771693875313055
251,1.0,10.0,20.0,30.0,90.0,geometric,0.99,0.9949903505635405
252,1.0,50.0,20.0,30.0,90.0,geometric,0.99,0.17771693875313055
253,1.0,100.0,50.0,30.0,90.0,geometric,0.99,0.9977522542773656
254,1.0,10.0,50.0,30.0,90.0,geometric,0.99,0.9980328741297964
255,1.0,50.0,50.0,30.0,90.0,geometric,0.99,0.9977522542773656
256,1.0,100.0,50.0,30.0,90.0,geometric,0.99,0.1203717519695946
257,1.0,10.0,50.0,30.0,90.0,geometric,0.99,0.1203717519695946
258,1.0,50.0,50.0,30.0,90.0,geometric,0.99,0.1203717519695946
259,1.0,100.0,50.0,30.0,90.0,geometric,0.99,0.9951773890110864
260,1.0,10.0,50.0,30.0,90.0,geometric,0.99,0.9951773890110864
261,1.0,50.0,50.0,30.0,90.0,geometric,0.99,0.9951773890110864
262,1.0,100.0,100.0,30.0,90.0,geometric,0.99,0.00296549958994774
263,1.0,10.0,100.0,30.0,90.0,geometric,0.99,0.3416549101309947
264,1.0,50.0,100.0,30.0,90.0,geometric,0.99,0.012553506859866559
265,1.0,100.0,100.0,30.0,90.0,geometric,0.99,0.0002769896944396777
266,1.0,10.0,100.0,30.0,90.0,geometric,0.99,0.1750560180269165
267,1.0,50.0,100.0,30.0,90.0,geometric,0.99,0.0007312960567045224
268,1.0,100.0,100.0,30.0,90.0,geometric,0.99,0.04360616445493193
269,1.0,10.0,100.0,30.0,90.0,geometric,0.99,0.09670768310999733
270,1.0,50.0,100.0,30.0,90.0,geometric,0.99,0.04360616445493193
271,1.0,100.0,20.0,30.0,90.0,exponential,0.99,0.0006890190121122686
272,1.0,10.0,20.0,30.0,90.0,exponential,0.99,0.07751597409337485
273,1.0,50.0,20.0,30.0,90.0,exponential,0.99,0.0006890190121122686
274,1.0,100.0,20.0,30.0,90.0,exponential,0.99,0.021723329505825006
275,1.0,10.0,20.0,30.0,90.0,exponential,0.99,0.6666492134503503
276,1.0,50.0,20.0,30.0,90.0,exponential,0.99,0.021723329505825006
277,1.0,100.0,20.0,30.0,90.0,exponential,0.99,0.39875650701490883
278,1.0,10.0,20.0,30.0,90.0,exponential,0.99,1.8101432902862804
279,1.0,50.0,20.0,30.0,90.0,exponential,0.99,1.003950958236011
280,1.0,100.0,50.0,30.0,90.0,exponential,0.99,0.007614105985107145
281,1.0,10.0,50.0,30.0,90.0,exponential,0.99,0.17404831704693535
282,1.0,50.0,50.0,30.0,90.0,exponential,0.99,0.007614105985107145
283,1.0,100.0,50.0,30.0,90.0,exponential,0.99,0.12335205470745692
284,1.0,10.0,50.0,30.0,90.0,exponential,0.99,0.12335205470745692
285,1.0,50.0,50.0,30.0,90.0,exponential,0.99,0.12335205470745692
286,1.0,100.0,50.0,30.0,90.0,exponential,0.99,0.015971108014847246
287,1.0,10.0,50.0,30.0,90.0,exponential,0.99,0.07936097910103257
288,1.0,50.0,50.0,30.0,90.0,exponential,0.99,0.031080098841139048
289,1.0,100.0,100.0,30.0,90.0,exponential,0.99,7.367528986890193e-07
290,1.0,10.0,100.0,30.0,90.0,exponential,0.99,0.26486772447891127
291,1.0,50.0,100.0,30.0,90.0,exponential,0.99,7.367528986890193e-07
292,1.0,100.0,100.0,30.0,90.0,exponential,0.99,0.016825243099390264
293,1.0,10.0,100.0,30.0,90.0,exponential,0.99,0.3264841573056696
294,1.0,50.0,100.0,30.0,90.0,exponential,0.99,0.016825243099390264
295,1.0,100.0,100.0,30.0,90.0,exponential,0.99,0.0009241335503560322
296,1.0,10.0,100.0,30.0,90.0,exponential,0.99,0.0009241335503560322
297,1.0,50.0,100.0,30.0,90.0,exponential,0.99,0.0009241335503560322
298,1.0,100.0,20.0,30.0,90.0,,0.99,0.0010927200323997965
299,1.0,10.0,20.0,30.0,90.0,,0.99,0.2895662061763975
300,1.0,50.0,20.0,30.0,90.0,,0.99,0.002998264827377639
301,1.0,100.0,20.0,30.0,90.0,,0.99,0.012497940446731803
302,1.0,10.0,20.0,30.0,90.0,,0.99,1.0245701814769301
303,1.0,50.0,20.0,30.0,90.0,,0.99,0.012497940446731803
304,1.0,100.0,20.0,30.0,90.0,,0.99,0.02865708396121569
305,1.0,10.0,20.0,30.0,90.0,,0.99,1.0287819489346912
306,1.0,50.0,20.0,30.0,90.0,,0.99,0.2029838789079328
307,1.0,100.0,50.0,30.0,90.0,,0.99,2.226638910585166e-06
308,1.0,10.0,50.0,30.0,90.0,,0.99,0.040036033242646596
309,1.0,50.0,50.0,30.0,90.0,,0.99,0.00038919918842950096
310,1.0,100.0,50.0,30.0,90.0,,0.99,1.2810482967751113e-06
311,1.0,10.0,50.0,30.0,90.0,,0.99,0.01080108288811843
312,1.0,50.0,50.0,30.0,90.0,,0.99,9.552125006884182e-05
313,1.0,100.0,50.0,30.0,90.0,,0.99,4.020402144533364e-08
314,1.0,10.0,50.0,30.0,90.0,,0.99,0.6734944417498241
315,1.0,50.0,50.0,30.0,90.0,,0.99,0.0009737770545203972
316,1.0,100.0,100.0,30.0,90.0,,0.99,3.095347622661393e-08
317,1.0,10.0,100.0,30.0,90.0,,0.99,0.027250398806286213
318,1.0,50.0,100.0,30.0,90.0,,0.99,0.00010048177998456254
319,1.0,100.0,100.0,30.0,90.0,,0.99,5.849657291889798e-08
320,1.0,10.0,100.0,30.0,90.0,,0.99,0.002451106121290181
321,1.0,50.0,100.0,30.0,90.0,,0.99,5.6300498297190416e-05
322,1.0,100.0,100.0,30.0,90.0,,0.99,3.030187656349881e-09
323,1.0,10.0,100.0,30.0,90.0,,0.99,0.16233324046625874
324,1.0,50.0,100.0,30.0,90.0,,0.99,2.5907305875705333e-05
325,1.0,100.0,20.0,30.0,120.0,linear,0.99,0.009260086645184629
326,1.0,10.0,20.0,30.0,120.0,linear,0.99,0.30796097903619746
327,1.0,50.0,20.0,30.0,120.0,linear,0.99,0.009260086645184629
328,1.0,100.0,20.0,30.0,120.0,linear,0.99,3.990724195546136e-09
329,1.0,10.0,20.0,30.0,120.0,linear,0.99,0.011594906251788828
330,1.0,50.0,20.0,30.0,120.0,linear,0.99,3.990724195546136e-09
331,1.0,100.0,20.0,30.0,120.0,linear,0.99,0.004377953010150648
332,1.0,10.0,20.0,30.0,120.0,linear,0.99,0.8999881017010214
333,1.0,50.0,20.0,30.0,120.0,linear,0.99,0.004505288726580403
334,1.0,100.0,50.0,30.0,120.0,linear,0.99,0.0016173328857629343
335,1.0,10.0,50.0,30.0,120.0,linear,0.99,0.019410538106443553
336,1.0,50.0,50.0,30.0,120.0,linear,0.99,0.0016173328857629343
337,1.0,100.0,50.0,30.0,120.0,linear,0.99,4.7829261035303716e-05
338,1.0,10.0,50.0,30.0,120.0,linear,0.99,0.004279597653908951
339,1.0,50.0,50.0,30.0,120.0,linear,0.99,4.7829261035303716e-05
340,1.0,100.0,50.0,30.0,120.0,linear,0.99,3.51970265377588e-06
341,1.0,10.0,50.0,30.0,120.0,linear,0.99,0.004248512494157808
342,1.0,50.0,50.0,30.0,120.0,linear,0.99,3.51970265377588e-06
343,1.0,100.0,100.0,30.0,120.0,linear,0.99,1.8598766580169013e-05
344,1.0,10.0,100.0,30.0,120.0,linear,0.99,4.257144427022297e-05
345,1.0,50.0,100.0,30.0,120.0,linear,0.99,1.8598766580169013e-05
346,1.0,100.0,100.0,30.0,120.0,linear,0.99,8.131214476847504e-06
347,1.0,10.0,100.0,30.0,120.0,linear,0.99,4.04002171894291e-05
348,1.0,50.0,100.0,30.0,120.0,linear,0.99,8.131214476847504e-06
349,1.0,100.0,100.0,30.0,120.0,linear,0.99,3.104538848219818e-11
350,1.0,10.0,100.0,30.0,120.0,linear,0.99,7.756497666377982e-10
351,1.0,50.0,100.0,30.0,120.0,linear,0.99,3.297451200978685e-11
352,1.0,100.0,20.0,30.0,120.0,geometric,0.99,0.0001402274428325967
353,1.0,10.0,20.0,30.0,120.0,geometric,0.99,0.2738630747041171
354,1.0,50.0,20.0,30.0,120.0,geometric,0.99,0.0005549953554986331
355,1.0,100.0,20.0,30.0,120.0,geometric,0.99,0.05205085096627471
356,1.0,10.0,20.0,30.0,120.0,geometric,0.99,0.07195056581987203
357,1.0,50.0,20.0,30.0,120.0,geometric,0.99,0.05205085096627471
358,1.0,100.0,20.0,30.0,120.0,geometric,0.99,0.051250381528152644
359,1.0,10.0,20.0,30.0,120.0,geometric,0.99,1.035180967450211
360,1.0,50.0,20.0,30.0,120.0,geometric,0.99,0.051250381528152644
361,1.0,100.0,50.0,30.0,120.0,geometric,0.99,2.4029737563324716e-05
362,1.0,10.0,50.0,30.0,120.0,geometric,0.99,3.651206171539911e-05
363,1.0,50.0,50.0,30.0,120.0,geometric,0.99,2.4029737563324716e-05
