0.016000|1.150000|17600|1000050|50|20000|0.500000|0.070000|0|1|1|0|9.313794e-006|-3.051851e-003|
0.570000|1.156000|507550|1000050|50|20000|0.500000|0.070000|0|1|1|10|9.313794e-006|-3.051851e-003|
0.084000|1.118000|88350|1000050|50|20000|0.500000|0.070000|0|1|1|100|9.313794e-006|3.051851e-003|
0.818000|1.119000|736950|1000050|50|20000|0.500000|0.030000|0|1|1|0|9.313794e-006|-3.051851e-003|
0.438000|1.271000|252850|1000050|50|20000|0.500000|0.030000|0|1|1|10|9.313794e-006|3.051851e-003|
0.000000|1.380000|400|1000050|50|20000|0.500000|0.030000|0|1|1|100|9.313794e-006|-3.051851e-003|
0.015000|1.722000|6600|1000050|50|20000|0.500000|0.100000|0|1|1|0|9.313794e-006|-3.051851e-003|
0.564000|1.388000|485800|1000050|50|20000|0.500000|0.100000|0|1|1|10|9.313794e-006|-3.051851e-003|
0.007000|1.279000|3700|1000050|50|20000|0.500000|0.100000|0|1|1|100|9.313794e-006|3.051851e-003|
0.131000|1.118000|100850|1000050|50|20000|0.400000|0.070000|0|1|1|0|9.313794e-006|-3.051851e-003|
0.439000|1.103000|402450|1000050|50|20000|0.400000|0.070000|0|1|1|10|9.313794e-006|3.051851e-003|
0.285000|1.088000|259300|1000050|50|20000|0.400000|0.070000|0|1|1|100|9.313794e-006|3.051851e-003|
0.053000|1.140000|45250|1000050|50|20000|0.400000|0.030000|0|1|1|0|9.313794e-006|3.051851e-003|
0.278000|1.096000|253550|1000050|50|20000|0.400000|0.030000|0|1|1|10|2.328449e-004|-1.525925e-002|
0.207000|1.125000|184000|1000050|50|20000|0.400000|0.030000|0|1|1|100|2.328449e-004|1.525925e-002|
0.147000|1.169000|134200|1000050|50|20000|0.400000|0.100000|0|1|1|0|9.313794e-006|-3.051851e-003|
0.798000|1.121000|702000|1000050|50|20000|0.400000|0.100000|0|1|1|10|9.313794e-006|-3.051851e-003|
0.063000|1.087000|56650|1000050|50|20000|0.400000|0.100000|0|1|1|100|9.313794e-006|3.051851e-003|
1.081000|1.119000|963600|1000050|50|20000|0.700000|0.070000|0|1|1|0|9.313794e-006|-3.051851e-003|
0.416000|1.118000|367200|1000050|50|20000|0.700000|0.070000|0|1|1|10|9.313794e-006|3.051851e-003|
0.069000|1.150000|57800|1000050|50|20000|0.700000|0.070000|0|1|1|100|9.313794e-006|-3.051851e-003|
0.185000|1.103000|169950|1000050|50|20000|0.700000|0.030000|0|1|1|0|9.313794e-006|3.051851e-003|
0.238000|1.156000|204850|1000050|50|20000|0.700000|0.030000|0|1|1|10|9.313794e-006|3.051851e-003|
0.849000|1.103000|776650|1000050|50|20000|0.700000|0.030000|0|1|1|100|8.382415e-005|-9.155553e-003|
0.231000|1.149000|202100|1000050|50|20000|0.700000|0.100000|0|1|1|0|9.313794e-006|-3.051851e-003|
0.354000|1.141000|302250|1000050|50|20000|0.700000|0.100000|0|1|1|10|9.313794e-006|-3.051851e-003|
0.216000|1.103000|199850|1000050|50|20000|0.700000|0.100000|0|1|1|100|9.313794e-006|3.051851e-003|
0.516000|1.134000|464900|1000050|50|20000|0.900000|0.070000|0|1|1|0|8.382415e-005|-9.155553e-003|
0.053000|1.134000|40150|1000050|50|20000|0.900000|0.070000|0|1|1|10|9.313794e-006|-3.051851e-003|
0.153000|1.118000|130500|1000050|50|20000|0.900000|0.070000|0|1|1|100|9.313794e-006|-3.051851e-003|
0.408000|1.125000|384650|1000050|50|20000|0.900000|0.030000|0|1|1|0|9.313794e-006|3.051851e-003|
0.887000|1.134000|792550|1000050|50|20000|0.900000|0.030000|0|1|1|10|9.313794e-006|-3.051851e-003|
0.532000|1.103000|468350|1000050|50|20000|0.900000|0.030000|0|1|1|100|9.313794e-006|-3.051851e-003|
0.670000|1.156000|601650|1000050|50|20000|0.900000|0.100000|0|1|1|0|9.313794e-006|-3.051851e-003|
0.579000|1.118000|517800|1000050|50|20000|0.900000|0.100000|0|1|1|10|9.313794e-006|-3.051851e-003|
0.047000|1.134000|25950|1000050|50|20000|0.900000|0.100000|0|1|1|100|9.313794e-006|3.051851e-003|
