1.102000|1.481000|744300|1000050|50|20000|0.500000|0.070000|0|1|1|0|4.656897e-004|3.051851e-003|3.051851e-003|3.051851e-003|3.051851e-003|3.051851e-003|-3.051851e-003|-9.155553e-003|9.155553e-003|-3.051851e-003|1.525925e-002|
0.802000|1.481000|534750|1000050|50|20000|0.500000|0.070000|0|1|1|10|6.892208e-004|-9.155553e-003|-3.051851e-003|3.051851e-003|3.051851e-003|-3.051851e-003|3.051851e-003|-9.155553e-003|-3.051851e-003|-3.051851e-003|2.136296e-002|
0.602000|1.388000|426700|1000050|50|20000|0.500000|0.070000|0|1|1|100|4.656897e-004|3.051851e-003|-3.051851e-003|-9.155553e-003|-3.051851e-003|-1.525925e-002|9.155553e-003|3.051851e-003|-3.051851e-003|-3.051851e-003|3.051851e-003|
1.319000|1.388000|948550|1000050|50|20000|0.500000|0.030000|0|1|1|0|5.402001e-004|-9.155553e-003|-9.155553e-003|3.051851e-003|1.525925e-002|3.051851e-003|-3.051851e-003|3.051851e-003|-9.155553e-003|-3.051851e-003|3.051851e-003|
1.303000|1.450000|896200|1000050|50|20000|0.500000|0.030000|0|1|1|10|7.637311e-004|-9.155553e-003|-1.525925e-002|3.051851e-003|-3.051851e-003|-3.051851e-003|3.051851e-003|9.155553e-003|-9.155553e-003|-3.051851e-003|-1.525925e-002|
1.304000|1.388000|932650|1000050|50|20000|0.500000|0.030000|0|1|1|100|3.911794e-004|3.051851e-003|3.051851e-003|3.051851e-003|3.051851e-003|-3.051851e-003|9.155553e-003|1.525925e-002|3.051851e-003|3.051851e-003|3.051851e-003|
0.570000|1.372000|410500|1000050|50|20000|0.500000|0.100000|0|1|1|0|1.285304e-003|-9.155553e-003|9.155553e-003|3.051851e-003|-9.155553e-003|-2.746666e-002|-9.155553e-003|9.155553e-003|3.051851e-003|-3.051851e-003|-9.155553e-003|
1.150000|1.404000|821350|1000050|50|20000|0.500000|0.100000|0|1|1|10|9.872622e-004|-3.051851e-003|-3.051851e-003|-3.051851e-003|3.051851e-003|-2.746666e-002|9.155553e-003|3.051851e-003|-3.051851e-003|3.051851e-003|9.155553e-003|
1.288000|1.450000|881100|1000050|50|20000|0.500000|0.100000|0|1|1|100|3.911794e-004|3.051851e-003|-3.051851e-003|-3.051851e-003|-3.051851e-003|3.051851e-003|9.155553e-003|-1.525925e-002|-3.051851e-003|-3.051851e-003|3.051851e-003|
0.740000|1.373000|535650|1000050|50|20000|0.400000|0.070000|0|1|1|0|4.656897e-004|3.051851e-003|9.155553e-003|-9.155553e-003|-9.155553e-003|-9.155553e-003|-9.155553e-003|3.051851e-003|-3.051851e-003|-3.051851e-003|-3.051851e-003|
1.356000|1.387000|981850|1000050|50|20000|0.400000|0.070000|0|1|1|10|2.421586e-004|9.155553e-003|3.051851e-003|-3.051851e-003|-3.051851e-003|-3.051851e-003|-3.051851e-003|9.155553e-003|3.051851e-003|3.051851e-003|3.051851e-003|
1.087000|1.357000|805050|1000050|50|20000|0.400000|0.070000|0|1|1|100|8.382415e-004|3.051851e-003|-3.051851e-003|-9.155553e-003|3.051851e-003|-3.051851e-003|-1.525925e-002|3.051851e-003|-3.051851e-003|-2.136296e-002|3.051851e-003|
1.265000|1.334000|944150|1000050|50|20000|0.400000|0.030000|0|1|1|0|2.421586e-004|9.155553e-003|3.051851e-003|-3.051851e-003|3.051851e-003|-3.051851e-003|9.155553e-003|3.051851e-003|-3.051851e-003|-3.051851e-003|-3.051851e-003|
1.319000|1.335000|991450|1000050|50|20000|0.400000|0.030000|0|1|1|10|1.676483e-004|-3.051851e-003|-3.051851e-003|-3.051851e-003|3.051851e-003|3.051851e-003|3.051851e-003|-3.051851e-003|-3.051851e-003|-3.051851e-003|9.155553e-003|
0.840000|1.372000|616850|1000050|50|20000|0.400000|0.030000|0|1|1|100|2.421586e-004|-3.051851e-003|3.051851e-003|-3.051851e-003|-9.155553e-003|-3.051851e-003|3.051851e-003|9.155553e-003|3.051851e-003|3.051851e-003|-3.051851e-003|
1.087000|1.419000|773000|1000050|50|20000|0.400000|0.100000|0|1|1|0|6.892208e-004|-3.051851e-003|-3.051851e-003|9.155553e-003|9.155553e-003|3.051851e-003|-9.155553e-003|-9.155553e-003|-9.155553e-003|3.051851e-003|1.525925e-002|
1.235000|1.404000|885750|1000050|50|20000|0.400000|0.100000|0|1|1|10|1.583345e-003|3.051851e-003|3.051851e-003|-2.136296e-002|-9.155553e-003|-3.051851e-003|2.136296e-002|3.051851e-003|3.051851e-003|9.155553e-003|-2.136296e-002|
1.203000|1.419000|845500|1000050|50|20000|0.400000|0.100000|0|1|1|100|2.775511e-003|-1.525925e-002|1.525925e-002|9.155553e-003|9.155553e-003|-3.967406e-002|-3.051851e-003|-3.051851e-003|-9.155553e-003|-2.136296e-002|3.051851e-003|
1.103000|1.419000|770450|1000050|50|20000|0.700000|0.070000|0|1|1|0|3.911794e-004|3.051851e-003|3.051851e-003|3.051851e-003|-9.155553e-003|9.155553e-003|9.155553e-003|-3.051851e-003|-3.051851e-003|-3.051851e-003|9.155553e-003|
1.040000|1.410000|746200|1000050|50|20000|0.700000|0.070000|0|1|1|10|2.551980e-003|3.051851e-003|3.051851e-003|-1.525925e-002|9.155553e-003|-3.051851e-003|-3.051851e-003|3.051851e-003|3.051851e-003|-9.155553e-003|-4.577776e-002|
1.196000|1.403000|848550|1000050|50|20000|0.700000|0.070000|0|1|1|100|9.313794e-005|3.051851e-003|3.051851e-003|-3.051851e-003|3.051851e-003|-3.051851e-003|-3.051851e-003|3.051851e-003|-3.051851e-003|3.051851e-003|3.051851e-003|
1.219000|1.397000|876100|1000050|50|20000|0.700000|0.030000|0|1|1|0|1.285304e-003|3.051851e-003|2.746666e-002|3.051851e-003|3.051851e-003|-3.051851e-003|3.051851e-003|-3.051851e-003|2.136296e-002|-3.051851e-003|3.051851e-003|
1.040000|1.404000|743000|1000050|50|20000|0.700000|0.030000|0|1|1|10|4.656897e-004|-3.051851e-003|-9.155553e-003|3.051851e-003|3.051851e-003|9.155553e-003|-3.051851e-003|3.051851e-003|3.051851e-003|3.051851e-003|-1.525925e-002|
1.341000|1.410000|949250|1000050|50|20000|0.700000|0.030000|0|1|1|100|1.676483e-004|3.051851e-003|3.051851e-003|3.051851e-003|-3.051851e-003|3.051851e-003|3.051851e-003|-9.155553e-003|3.051851e-003|-3.051851e-003|3.051851e-003|
0.917000|1.434000|631550|1000050|50|20000|0.700000|0.100000|0|1|1|0|9.872622e-004|-1.525925e-002|3.051851e-003|3.051851e-003|-9.155553e-003|-9.155553e-003|-2.136296e-002|9.155553e-003|-3.051851e-003|3.051851e-003|3.051851e-003|
1.350000|1.435000|940350|1000050|50|20000|0.700000|0.100000|0|1|1|10|5.402001e-004|-3.051851e-003|3.051851e-003|-1.525925e-002|9.155553e-003|-3.051851e-003|-9.155553e-003|-3.051851e-003|3.051851e-003|-9.155553e-003|3.051851e-003|
1.002000|1.419000|701200|1000050|50|20000|0.700000|0.100000|0|1|1|100|8.382415e-004|3.051851e-003|-3.051851e-003|-9.155553e-003|2.136296e-002|3.051851e-003|-1.525925e-002|3.051851e-003|3.051851e-003|3.051851e-003|3.051851e-003|
1.288000|1.426000|901350|1000050|50|20000|0.900000|0.070000|0|1|1|0|2.421586e-004|-3.051851e-003|-3.051851e-003|-3.051851e-003|-3.051851e-003|9.155553e-003|-3.051851e-003|-3.051851e-003|9.155553e-003|3.051851e-003|-3.051851e-003|
1.350000|1.419000|952400|1000050|50|20000|0.900000|0.070000|0|1|1|10|2.421586e-004|-3.051851e-003|3.051851e-003|3.051851e-003|3.051851e-003|-9.155553e-003|9.155553e-003|3.051851e-003|3.051851e-003|3.051851e-003|3.051851e-003|
1.303000|1.435000|909650|1000050|50|20000|0.900000|0.070000|0|1|1|100|6.892208e-004|-3.051851e-003|9.155553e-003|3.051851e-003|-3.051851e-003|-1.525925e-002|-3.051851e-003|3.051851e-003|9.155553e-003|3.051851e-003|-1.525925e-002|
1.372000|1.434000|957300|1000050|50|20000|0.900000|0.030000|0|1|1|0|6.892208e-004|-3.051851e-003|3.051851e-003|-1.525925e-002|-1.525925e-002|-9.155553e-003|3.051851e-003|-3.051851e-003|9.155553e-003|3.051851e-003|3.051851e-003|
0.771000|1.404000|544600|1000050|50|20000|0.900000|0.030000|0|1|1|10|2.421586e-004|9.155553e-003|-3.051851e-003|3.051851e-003|-9.155553e-003|3.051851e-003|-3.051851e-003|3.051851e-003|3.051851e-003|3.051851e-003|3.051851e-003|
1.303000|1.425000|906900|1000050|50|20000|0.900000|0.030000|0|1|1|100|3.166690e-004|3.051851e-003|3.051851e-003|-9.155553e-003|-3.051851e-003|9.155553e-003|3.051851e-003|3.051851e-003|3.051851e-003|3.051851e-003|9.155553e-003|
1.435000|1.466000|979250|1000050|50|20000|0.900000|0.100000|0|1|1|0|9.872622e-004|-9.155553e-003|3.051851e-003|-9.155553e-003|-9.155553e-003|2.136296e-002|9.155553e-003|-9.155553e-003|-3.051851e-003|3.051851e-003|-9.155553e-003|
0.718000|1.457000|484050|1000050|50|20000|0.900000|0.100000|0|1|1|10|7.637311e-004|9.155553e-003|3.051851e-003|-3.051851e-003|-1.525925e-002|3.051851e-003|-3.051851e-003|-9.155553e-003|9.155553e-003|-3.051851e-003|1.525925e-002|
1.188000|1.435000|827300|1000050|50|20000|0.900000|0.100000|0|1|1|100|1.136283e-003|1.525925e-002|-9.155553e-003|9.155553e-003|-9.155553e-003|-9.155553e-003|1.525925e-002|-3.051851e-003|1.525925e-002|-9.155553e-003|3.051851e-003|
