0.022000|0.038000|1103|2001|100000.000000|1.000000|1.000000|1000|0|1.801217e+001|7.352863e+000|2.512079e+000|-4.303277e+000|-8.476451e+000|1.304246e+001|
0.016000|0.047000|989|2001|100000.000000|1.000000|1.000000|1000|2|1.933046e+001|5.177160e+000|1.932404e+001|-5.577835e+000|-7.067963e+000|9.245717e+000|
0.038000|0.038000|1917|2001|100000.000000|1.000000|1.000000|1000|5|2.025929e+001|-3.907499e+001|-9.394992e-001|1.750094e+002|6.008120e+001|-1.008998e+002|
0.015000|0.046000|763|2001|100000.000000|1.000000|1.000000|1000|10|1.517185e+001|-2.479814e+000|-8.902743e+000|-6.521052e+000|1.804893e+000|-3.569520e+000|
0.000000|0.054000|139|2001|100000.000000|1.000000|1.000000|1000|100|2.041781e+001|-6.502696e+001|-4.782151e+001|2.801655e+001|3.956856e+000|-5.010727e+001|
0.015000|0.047000|907|2001|100000.000000|1.000000|1.000000|1000|1000|1.790082e+001|1.035255e+001|-5.901555e-001|9.359124e-001|-1.531769e+001|9.761260e-001|
0.015000|0.053000|1103|2401|100000.000000|1.000000|1.000000|1200|0|1.801217e+001|7.352863e+000|2.512079e+000|-4.303277e+000|-8.476451e+000|1.304246e+001|
0.016000|0.047000|989|2401|100000.000000|1.000000|1.000000|1200|2|1.933046e+001|5.177160e+000|1.932404e+001|-5.577835e+000|-7.067963e+000|9.245717e+000|
0.047000|0.053000|1917|2401|100000.000000|1.000000|1.000000|1200|5|2.025929e+001|-3.907499e+001|-9.394992e-001|1.750094e+002|6.008120e+001|-1.008998e+002|
0.016000|0.047000|763|2401|100000.000000|1.000000|1.000000|1200|10|1.517185e+001|-2.479814e+000|-8.902743e+000|-6.521052e+000|1.804893e+000|-3.569520e+000|
0.038000|0.038000|2087|2401|100000.000000|1.000000|1.000000|1200|100|2.039038e+001|-7.202028e+001|-4.597666e+001|7.997935e+000|5.311760e+001|-2.183340e+001|
0.016000|0.047000|907|2401|100000.000000|1.000000|1.000000|1200|1000|1.790082e+001|1.035255e+001|-5.901555e-001|9.359124e-001|-1.531769e+001|9.761260e-001|
0.031000|0.038000|1103|1601|100000.000000|1.000000|1.000000|800|0|1.801217e+001|7.352863e+000|2.512079e+000|-4.303277e+000|-8.476451e+000|1.304246e+001|
0.031000|0.031000|989|1601|100000.000000|1.000000|1.000000|800|2|1.933046e+001|5.177160e+000|1.932404e+001|-5.577835e+000|-7.067963e+000|9.245717e+000|
0.031000|0.047000|1111|1601|100000.000000|1.000000|1.000000|800|5|2.033541e+001|-4.702353e+001|4.106770e+001|1.399727e+002|7.583943e+001|-6.093732e+001|
0.016000|0.038000|763|1601|100000.000000|1.000000|1.000000|800|10|1.517185e+001|-2.479814e+000|-8.902743e+000|-6.521052e+000|1.804893e+000|-3.569520e+000|
0.000000|0.031000|139|1601|100000.000000|1.000000|1.000000|800|100|2.041781e+001|-6.502696e+001|-4.782151e+001|2.801655e+001|3.956856e+000|-5.010727e+001|
0.016000|0.031000|907|1601|100000.000000|1.000000|1.000000|800|1000|1.790082e+001|1.035255e+001|-5.901555e-001|9.359124e-001|-1.531769e+001|9.761260e-001|
0.038000|0.069000|1103|2801|100000.000000|1.000000|1.000000|1400|0|1.801217e+001|7.352863e+000|2.512079e+000|-4.303277e+000|-8.476451e+000|1.304246e+001|
0.054000|0.054000|2691|2801|100000.000000|1.000000|1.000000|1400|2|1.747144e+001|-1.087100e+001|-4.453383e-002|-1.363625e+001|1.719842e+000|6.806973e-001|
0.046000|0.062000|1917|2801|100000.000000|1.000000|1.000000|1400|5|2.025929e+001|-3.907499e+001|-9.394992e-001|1.750094e+002|6.008120e+001|-1.008998e+002|
0.016000|0.069000|763|2801|100000.000000|1.000000|1.000000|1400|10|1.517185e+001|-2.479814e+000|-8.902743e+000|-6.521052e+000|1.804893e+000|-3.569520e+000|
0.047000|0.063000|2087|2801|100000.000000|1.000000|1.000000|1400|100|2.039038e+001|-7.202028e+001|-4.597666e+001|7.997935e+000|5.311760e+001|-2.183340e+001|
0.053000|0.053000|2591|2801|100000.000000|1.000000|1.000000|1400|1000|1.746687e+001|8.193361e+000|2.927103e+000|2.051364e+000|1.802531e+001|5.878925e+000|
0.031000|0.053000|1103|2001|100000.000000|1.000000|0.100000|1000|0|1.801217e+001|7.352863e+000|2.512079e+000|-4.303277e+000|-8.476451e+000|1.304246e+001|
0.016000|0.032000|989|2001|100000.000000|1.000000|0.100000|1000|2|1.933046e+001|5.177160e+000|1.932404e+001|-5.577835e+000|-7.067963e+000|9.245717e+000|
0.047000|0.047000|1917|2001|100000.000000|1.000000|0.100000|1000|5|2.025929e+001|-3.907499e+001|-9.394992e-001|1.750094e+002|6.008120e+001|-1.008998e+002|
0.022000|0.053000|763|2001|100000.000000|1.000000|0.100000|1000|10|1.517185e+001|-2.479814e+000|-8.902743e+000|-6.521052e+000|1.804893e+000|-3.569520e+000|
0.000000|0.047000|139|2001|100000.000000|1.000000|0.100000|1000|100|2.041781e+001|-6.502696e+001|-4.782151e+001|2.801655e+001|3.956856e+000|-5.010727e+001|
0.022000|0.038000|907|2001|100000.000000|1.000000|0.100000|1000|1000|1.790082e+001|1.035255e+001|-5.901555e-001|9.359124e-001|-1.531769e+001|9.761260e-001|
0.046000|0.046000|1571|2001|100000.000000|1.000000|0.000000|1000|0|2.032395e+001|5.801664e+001|8.491230e+002|1.470995e+003|-1.056058e+003|-1.928781e+002|
0.016000|0.054000|211|2001|100000.000000|1.000000|0.000000|1000|2|2.037676e+001|-5.302621e+001|6.531187e+002|-5.770079e+002|-5.530151e+002|-1.598406e+002|
0.015000|0.031000|1125|2001|100000.000000|1.000000|0.000000|1000|5|2.038122e+001|-7.179775e+002|9.519338e+002|2.588529e+002|-6.499930e+002|-1.060118e+003|
0.031000|0.053000|797|2001|100000.000000|1.000000|0.000000|1000|10|2.035950e+001|3.768897e+002|2.659958e+002|-7.085102e+001|3.340569e+002|5.400201e+002|
0.000000|0.047000|9|2001|100000.000000|1.000000|0.000000|1000|100|2.046163e+001|-1.301641e+002|-2.890766e+001|-1.188797e+002|3.985848e+000|-1.498504e+001|
0.000000|0.032000|501|2001|100000.000000|1.000000|0.000000|1000|1000|2.039438e+001|-1.910147e+002|-6.478603e+002|-2.361136e+002|-5.839080e+002|8.789753e+002|
0.037000|0.053000|1103|2001|100000.000000|1.000000|0.500000|1000|0|1.801217e+001|7.352863e+000|2.512079e+000|-4.303277e+000|-8.476451e+000|1.304246e+001|
0.016000|0.047000|989|2001|100000.000000|1.000000|0.500000|1000|2|1.933046e+001|5.177160e+000|1.932404e+001|-5.577835e+000|-7.067963e+000|9.245717e+000|
0.038000|0.038000|1917|2001|100000.000000|1.000000|0.500000|1000|5|2.025929e+001|-3.907499e+001|-9.394992e-001|1.750094e+002|6.008120e+001|-1.008998e+002|
0.015000|0.046000|763|2001|100000.000000|1.000000|0.500000|1000|10|1.517185e+001|-2.479814e+000|-8.902743e+000|-6.521052e+000|1.804893e+000|-3.569520e+000|
0.016000|0.054000|139|2001|100000.000000|1.000000|0.500000|1000|100|2.041781e+001|-6.502696e+001|-4.782151e+001|2.801655e+001|3.956856e+000|-5.010727e+001|
0.015000|0.031000|907|2001|100000.000000|1.000000|0.500000|1000|1000|1.790082e+001|1.035255e+001|-5.901555e-001|9.359124e-001|-1.531769e+001|9.761260e-001|
0.031000|0.053000|1103|2001|100000.000000|1.000000|1.500000|1000|0|1.801217e+001|7.352863e+000|2.512079e+000|-4.303277e+000|-8.476451e+000|1.304246e+001|
0.016000|0.047000|989|2001|100000.000000|1.000000|1.500000|1000|2|1.933046e+001|5.177160e+000|1.932404e+001|-5.577835e+000|-7.067963e+000|9.245717e+000|
0.032000|0.047000|1917|2001|100000.000000|1.000000|1.500000|1000|5|2.025929e+001|-3.907499e+001|-9.394992e-001|1.750094e+002|6.008120e+001|-1.008998e+002|
0.007000|0.038000|763|2001|100000.000000|1.000000|1.500000|1000|10|1.517185e+001|-2.479814e+000|-8.902743e+000|-6.521052e+000|1.804893e+000|-3.569520e+000|
0.000000|0.047000|139|2001|100000.000000|1.000000|1.500000|1000|100|2.041781e+001|-6.502696e+001|-4.782151e+001|2.801655e+001|3.956856e+000|-5.010727e+001|
0.022000|0.038000|907|2001|100000.000000|1.000000|1.500000|1000|1000|1.790082e+001|1.035255e+001|-5.901555e-001|9.359124e-001|-1.531769e+001|9.761260e-001|
0.031000|0.047000|1103|2001|100000.000000|1.000000|3.000000|1000|0|1.801217e+001|7.352863e+000|2.512079e+000|-4.303277e+000|-8.476451e+000|1.304246e+001|
0.031000|0.037000|989|2001|100000.000000|1.000000|3.000000|1000|2|1.933046e+001|5.177160e+000|1.932404e+001|-5.577835e+000|-7.067963e+000|9.245717e+000|
0.047000|0.047000|1917|2001|100000.000000|1.000000|3.000000|1000|5|2.025929e+001|-3.907499e+001|-9.394992e-001|1.750094e+002|6.008120e+001|-1.008998e+002|
0.031000|0.054000|763|2001|100000.000000|1.000000|3.000000|1000|10|1.517185e+001|-2.479814e+000|-8.902743e+000|-6.521052e+000|1.804893e+000|-3.569520e+000|
0.000000|0.031000|139|2001|100000.000000|1.000000|3.000000|1000|100|2.041781e+001|-6.502696e+001|-4.782151e+001|2.801655e+001|3.956856e+000|-5.010727e+001|
0.016000|0.032000|907|2001|100000.000000|1.000000|3.000000|1000|1000|1.790082e+001|1.035255e+001|-5.901555e-001|9.359124e-001|-1.531769e+001|9.761260e-001|
