1.127000|1.145000|14820|15030|0.950000|0.700000|200.000000|30|500|0|6.288534e-05|-4.501480e-03|-1.144444e-03|2.136296e-04|3.799554e-03|2.136296e-04|2.136296e-04|3.967406e-03|1.083407e-03|-3.128147e-03|1.983703e-04|
0.710000|0.726000|14220|15030|0.950000|0.700000|200.000000|30|500|10|4.041302e-05|-4.425184e-04|1.403851e-03|-1.815851e-03|-2.578814e-03|-9.918516e-04|6.256294e-04|-4.837184e-03|8.545183e-04|1.556444e-03|6.103702e-04|
0.317000|0.318000|14970|15030|0.950000|0.700000|200.000000|30|500|100|3.804056e-05|4.882962e-04|-1.846370e-03|-3.387555e-03|-3.524888e-03|1.007111e-03|2.029481e-03|1.556444e-03|2.899258e-04|-6.561480e-04|-1.556444e-03|
0.292000|0.301000|14550|15030|0.300000|0.700000|200.000000|30|500|0|8.792751e-01|2.421644e-02|1.968444e-02|9.816279e-02|-2.074190e-01|4.711753e-01|9.524827e-02|5.964080e-01|-1.985839e-01|2.923978e-01|-3.375347e-01|
0.307000|0.308000|14970|15030|0.300000|0.700000|200.000000|30|500|10|3.443302e+00|-7.790155e-01|-2.731864e-01|-5.058290e-01|-1.098849e+00|3.088778e-01|-4.725791e-02|8.745079e-01|-4.171575e-01|5.122532e-02|-5.093387e-01|
0.300000|0.304000|14850|15030|0.300000|0.700000|200.000000|30|500|100|9.278475e-01|4.543443e-01|-1.081576e-01|5.599231e-01|1.846065e-01|-1.074557e-01|-1.803339e-01|4.311655e-01|3.633076e-01|-4.882962e-04|1.280251e-02|
0.282000|0.304000|13860|15030|0.550000|0.700000|200.000000|30|500|0|2.364376e-02|-8.360546e-02|1.541185e-03|-4.756310e-02|-1.525925e-04|-3.968932e-02|-2.237007e-02|-4.451125e-02|-8.565020e-02|-2.641377e-02|4.794458e-02|
0.283000|0.305000|14100|15030|0.550000|0.700000|200.000000|30|500|10|4.039245e-02|4.559465e-02|5.552843e-02|1.114689e-01|2.476577e-02|-1.205481e-03|-5.113376e-02|-2.563555e-03|-9.410382e-02|-3.250221e-02|9.826960e-02|
0.290000|0.301000|14550|15030|0.550000|0.700000|200.000000|30|500|100|3.614951e-02|5.279702e-03|3.097629e-02|-1.567125e-02|-8.104190e-02|-8.268990e-02|-1.228523e-01|-6.178472e-02|-4.609821e-02|-2.177496e-02|1.373333e-03|
0.275000|0.340000|11940|15030|0.750000|0.700000|200.000000|30|500|0|1.214769e-03|-1.039155e-02|8.362072e-03|-3.814814e-04|1.867733e-02|-1.449629e-03|8.041627e-03|-5.020295e-03|-1.608325e-02|-1.052889e-02|1.504563e-02|
