0.031000|0.047000|1331|2001|100000.000000|1.000000|1.000000|1000|0|2.000000e+001|-1.129999e+002|
0.038000|0.053000|1525|2001|100000.000000|1.000000|1.000000|1000|2|9.834472e-002|1.953225e-002|
0.047000|0.047000|1705|2001|100000.000000|1.000000|1.000000|1000|5|2.481523e-003|-6.153395e-004|
0.038000|0.054000|1067|2001|100000.000000|1.000000|1.000000|1000|10|1.509161e-001|-2.765132e-002|
0.047000|0.062000|1879|2001|100000.000000|1.000000|1.000000|1000|100|7.809327e-001|-9.272945e-002|
0.022000|0.038000|1403|2001|100000.000000|1.000000|1.000000|1000|1000|3.006262e+000|-2.831554e-001|
0.031000|0.062000|1331|2401|100000.000000|1.000000|1.000000|1200|0|2.000000e+001|-1.129999e+002|
0.054000|0.054000|2219|2401|100000.000000|1.000000|1.000000|1200|2|2.498577e-002|5.798918e-003|
0.047000|0.062000|1705|2401|100000.000000|1.000000|1.000000|1200|5|2.481523e-003|-6.153395e-004|
0.022000|0.054000|1067|2401|100000.000000|1.000000|1.000000|1200|10|1.509161e-001|-2.765132e-002|
0.047000|0.053000|1879|2401|100000.000000|1.000000|1.000000|1200|100|7.809327e-001|-9.272945e-002|
0.047000|0.063000|2195|2401|100000.000000|1.000000|1.000000|1200|1000|3.684782e-002|8.296374e-003|
0.031000|0.037000|1331|1601|100000.000000|1.000000|1.000000|800|0|2.000000e+001|-1.129999e+002|
0.032000|0.032000|1525|1601|100000.000000|1.000000|1.000000|800|2|9.834472e-002|1.953225e-002|
0.031000|0.046000|1177|1601|100000.000000|1.000000|1.000000|800|5|1.217103e+000|1.275624e-001|
0.023000|0.038000|1067|1601|100000.000000|1.000000|1.000000|800|10|1.509161e-001|-2.765132e-002|
0.016000|0.047000|839|1601|100000.000000|1.000000|1.000000|800|100|2.699777e+000|2.506038e-001|
0.038000|0.038000|1403|1601|100000.000000|1.000000|1.000000|800|1000|3.006262e+000|-2.831554e-001|
0.031000|0.062000|1331|2801|100000.000000|1.000000|1.000000|1400|0|2.000000e+001|-1.129999e+002|
0.054000|0.069000|2219|2801|100000.000000|1.000000|1.000000|1400|2|2.498577e-002|5.798918e-003|
0.032000|0.069000|1705|2801|100000.000000|1.000000|1.000000|1400|5|2.481523e-003|-6.153395e-004|
0.032000|0.063000|1067|2801|100000.000000|1.000000|1.000000|1400|10|1.509161e-001|-2.765132e-002|
0.053000|0.069000|1879|2801|100000.000000|1.000000|1.000000|1400|100|7.809327e-001|-9.272945e-002|
0.069000|0.069000|2611|2801|100000.000000|1.000000|1.000000|1400|1000|2.332150e-002|-5.436955e-003|
0.031000|0.047000|1331|2001|100000.000000|1.000000|0.100000|1000|0|2.000000e+001|-1.129999e+002|
0.047000|0.053000|1525|2001|100000.000000|1.000000|0.100000|1000|2|9.834472e-002|1.953225e-002|
0.047000|0.047000|1705|2001|100000.000000|1.000000|0.100000|1000|5|2.481523e-003|-6.153395e-004|
0.031000|0.053000|1067|2001|100000.000000|1.000000|0.100000|1000|10|1.509161e-001|-2.765132e-002|
0.047000|0.047000|1879|2001|100000.000000|1.000000|0.100000|1000|100|7.809327e-001|-9.272945e-002|
0.032000|0.054000|1403|2001|100000.000000|1.000000|0.100000|1000|1000|3.006262e+000|-2.831554e-001|
0.000000|0.047000|71|2001|100000.000000|1.000000|0.000000|1000|0|4.582607e+000|-6.307791e-001|
0.000000|0.053000|71|2001|100000.000000|1.000000|0.000000|1000|2|4.568031e+000|-6.198305e-001|
0.016000|0.047000|817|2001|100000.000000|1.000000|0.000000|1000|5|4.407245e+000|5.471919e-001|
0.015000|0.047000|347|2001|100000.000000|1.000000|0.000000|1000|10|7.596727e+000|1.757681e+000|
0.022000|0.037000|843|2001|100000.000000|1.000000|0.000000|1000|100|2.000013e+001|-1.466998e+003|
