0.691000|1.006000|9480|15030|0.950000|0.700000|200.000000|30|500|0|1.770365e-03|-4.400134e-04|
0.683000|0.710000|13800|15030|0.950000|0.700000|200.000000|30|500|10|3.804923e-04|9.500290e-05|
0.457000|0.457000|15000|15030|0.950000|0.700000|200.000000|30|500|100|1.886580e-01|3.293101e-02|
0.356000|0.548000|7710|15030|0.300000|0.700000|200.000000|30|500|0|2.000194e-05|-5.000153e-06|
0.173000|0.356000|7710|15030|0.300000|0.700000|200.000000|30|500|10|1.000363e-04|-2.500076e-05|
0.122000|0.398000|3930|15030|0.300000|0.700000|200.000000|30|500|100|6.001382e-05|-1.500046e-05|
0.113000|0.372000|5100|15030|0.550000|0.700000|200.000000|30|500|0|1.465494e-14|-3.596109e-15|
0.238000|0.466000|8130|15030|0.550000|0.700000|200.000000|30|500|10|1.000363e-04|2.500076e-05|
0.450000|0.497000|13440|15030|0.550000|0.700000|200.000000|30|500|100|2.401991e-04|-6.000183e-05|
0.040000|0.493000|1350|15030|0.750000|0.700000|200.000000|30|500|0|6.413830e-04|-1.600049e-04|
0.507000|0.565000|13410|15030|0.750000|0.700000|200.000000|30|500|10|5.409872e-04|-1.350041e-04|
0.418000|0.703000|9150|15030|0.750000|0.700000|200.000000|30|500|100|6.001382e-05|1.500046e-05|
0.383000|0.438000|12990|15030|0.850000|0.700000|200.000000|30|500|0|2.602330e-04|6.500199e-05|
0.065000|0.366000|2460|15030|0.850000|0.700000|200.000000|30|500|10|6.212985e-04|-1.550047e-04|
0.310000|0.571000|10020|15030|0.850000|0.700000|200.000000|30|500|100|3.050452e-03|7.550231e-04|
0.274000|0.439000|7860|15030|0.650000|0.700000|200.000000|30|500|0|1.465494e-14|-3.598769e-15|
0.376000|0.741000|8490|15030|0.650000|0.700000|200.000000|30|500|10|8.002375e-05|2.000061e-05|
0.372000|0.379000|14640|15030|0.650000|0.700000|200.000000|30|500|100|1.000363e-04|-2.500076e-05|
0.278000|0.389000|10140|15030|0.970000|0.700000|200.000000|30|500|0|1.000363e-04|2.500076e-05|
0.269000|0.346000|11580|15030|0.970000|0.700000|200.000000|30|500|10|3.574453e+00|-9.683496e-01|
1.216000|1.218000|14970|15030|0.970000|0.700000|200.000000|30|500|100|8.564516e-01|-9.900303e-02|
2.049000|2.182000|14160|15030|0.950000|0.600000|200.000000|30|500|0|2.001393e-04|5.000153e-05|
1.095000|1.130000|13800|15030|0.950000|0.600000|200.000000|30|500|10|3.804923e-04|9.500290e-05|
0.441000|0.513000|12810|15030|0.950000|0.600000|200.000000|30|500|100|5.209160e-04|-1.300040e-04|
0.053000|0.567000|1440|15030|0.950000|0.500000|200.000000|30|500|0|3.804923e-04|9.500290e-05|
3.045000|3.112000|14940|15030|0.950000|0.500000|200.000000|30|500|10|1.164515e-03|2.900089e-04|
3.349000|3.722000|12810|15030|0.950000|0.500000|200.000000|30|500|100|6.975031e-03|-1.705052e-03|
0.132000|0.976000|1440|15030|0.950000|0.400000|200.000000|30|500|0|3.804923e-04|9.500290e-05|
0.375000|0.516000|11160|15030|0.950000|0.400000|200.000000|30|500|10|1.426755e-03|3.550109e-04|
0.409000|0.468000|12810|15030|0.950000|0.400000|200.000000|30|500|100|1.124210e-03|-2.800086e-04|
0.045000|0.455000|1440|15030|0.950000|0.300000|200.000000|30|500|0|3.804923e-04|9.500290e-05|
0.805000|1.246000|9810|15030|0.950000|0.300000|200.000000|30|500|10|1.975186e-02|-4.650142e-03|
1.131000|1.366000|12810|15030|0.950000|0.300000|200.000000|30|500|100|1.124210e-03|-2.800086e-04|
0.558000|0.635000|12060|15030|0.950000|0.800000|200.000000|30|500|0|2.000194e-05|5.000153e-06|
0.222000|0.428000|7290|15030|0.950000|0.800000|200.000000|30|500|10|3.574452e+00|-9.684046e-01|
0.189000|0.478000|4620|15030|0.950000|0.800000|200.000000|30|500|100|3.574454e+00|-9.686796e-01|
0.655000|0.768000|11160|15030|0.950000|0.900000|200.000000|30|500|0|3.574453e+00|9.686046e-01|
0.150000|0.316000|7290|15030|0.950000|0.900000|200.000000|30|500|10|3.574454e+00|-9.682646e-01|
0.216000|0.344000|9000|15030|0.950000|0.900000|200.000000|30|500|100|3.574467e+00|-9.690396e-01|
0.331000|0.423000|12060|15030|0.950000|0.750000|200.000000|30|500|0|2.000194e-05|5.000153e-06|
0.200000|0.387000|7290|15030|0.950000|0.750000|200.000000|30|500|10|3.574452e+00|-9.684046e-01|
0.111000|0.373000|4620|15030|0.950000|0.750000|200.000000|30|500|100|3.574454e+00|-9.686796e-01|
0.278000|0.340000|12060|15030|0.950000|0.850000|200.000000|30|500|0|2.000194e-05|5.000153e-06|
0.160000|0.353000|6930|15030|0.950000|0.850000|200.000000|30|500|10|3.574455e+00|-9.687246e-01|
0.088000|0.289000|4620|15030|0.950000|0.850000|200.000000|30|500|100|3.574454e+00|-9.686796e-01|
0.163000|0.375000|8310|15030|0.950000|0.700000|100.000000|30|500|0|3.602296e-03|-8.900272e-04|
0.669000|0.698000|13800|15030|0.950000|0.700000|100.000000|30|500|10|9.228456e-04|2.300070e-04|
0.671000|0.671000|15030|15030|0.950000|0.700000|100.000000|30|500|100|3.807175e-03|-9.400287e-04|
0.311000|0.329000|14160|15030|0.950000|0.700000|150.000000|30|500|0|2.134913e-04|5.333496e-05|
0.138000|0.290000|7290|15030|0.950000|0.700000|150.000000|30|500|10|2.527659e-03|6.266858e-04|
0.308000|0.308000|15030|15030|0.950000|0.700000|150.000000|30|500|100|6.026623e-02|-1.286706e-02|
0.299000|0.360000|12060|15030|0.950000|0.700000|70.000000|30|500|0|5.725330e-04|1.428615e-04|
0.294000|0.317000|13800|15030|0.950000|0.700000|70.000000|30|500|10|4.112059e-03|-1.014317e-03|
0.466000|0.467000|15000|15030|0.950000|0.700000|70.000000|30|500|100|6.044511e-02|1.290039e-02|
0.296000|0.313000|14160|15030|0.950000|0.700000|250.000000|30|500|0|1.440734e-04|3.600110e-05|
0.190000|0.604000|7290|15030|0.950000|0.700000|250.000000|30|500|10|1.761085e-04|4.400134e-05|
0.325000|0.326000|15000|15030|0.950000|0.700000|250.000000|30|500|100|2.845632e-02|6.544200e-03|
0.254000|0.307000|12420|15030|0.950000|0.700000|300.000000|30|500|0|2.703990e-03|-6.700205e-04|
0.140000|0.294000|7290|15030|0.950000|0.700000|300.000000|30|500|10|7.217476e-04|1.800055e-04|
0.292000|0.292000|15000|15030|0.950000|0.700000|300.000000|30|500|100|5.067681e-02|-1.104700e-02|
0.193000|0.452000|9930|15030|0.950000|0.700000|400.000000|30|500|0|7.518953e-04|-1.875057e-04|
0.287000|0.311000|13800|15030|0.950000|0.700000|400.000000|30|500|10|4.105721e-04|1.025031e-04|
0.454000|0.454000|15030|15030|0.950000|0.700000|400.000000|30|500|100|6.860172e-02|-1.439794e-02|
0.290000|0.351000|12060|15030|0.950000|0.700000|500.000000|30|500|0|1.455024e-03|-3.620111e-04|
0.271000|0.372000|13800|15030|0.950000|0.700000|500.000000|30|500|10|2.882849e-04|7.200220e-05|
0.297000|0.297000|15030|15030|0.950000|0.700000|500.000000|30|500|100|1.768423e-01|-3.131896e-02|
0.064000|0.310000|3210|15030|0.950000|0.700000|600.000000|30|500|0|4.674059e-04|-1.166702e-04|
0.266000|0.292000|13800|15030|0.950000|0.700000|600.000000|30|500|10|1.133796e-04|2.833420e-05|
0.296000|0.296000|15030|15030|0.950000|0.700000|600.000000|30|500|100|2.647642e-01|-4.259964e-02|
0.288000|0.310000|14160|15030|0.950000|0.700000|700.000000|30|500|0|1.314901e-04|-3.285815e-05|
0.305000|0.306000|14940|15030|0.950000|0.700000|700.000000|30|500|10|5.209160e-04|1.300040e-04|
0.315000|0.315000|15030|15030|0.950000|0.700000|700.000000|30|500|100|3.347670e-01|-5.065726e-02|
0.277000|0.298000|9480|10020|0.950000|0.700000|200.000000|20|500|0|1.770365e-03|-4.400134e-04|
0.118000|0.316000|3920|10020|0.950000|0.700000|200.000000|20|500|10|2.297374e-03|-5.700174e-04|
0.454000|0.460000|9840|10020|0.950000|0.700000|200.000000|20|500|100|3.574452e+00|-9.685746e-01|
0.098000|0.388000|1690|5010|0.950000|0.700000|200.000000|10|500|0|1.247965e-02|3.000092e-03|
0.336000|0.404000|3920|5010|0.950000|0.700000|200.000000|10|500|10|2.297374e-03|-5.700174e-04|
0.263000|0.286000|4600|5010|0.950000|0.700000|200.000000|10|500|100|1.596939e-02|-3.800116e-03|
0.233000|0.311000|9475|12525|0.950000|0.700000|200.000000|25|500|0|1.770365e-03|-4.400134e-04|
0.185000|0.337000|7275|12525|0.950000|0.700000|200.000000|25|500|10|2.581893e-03|6.400196e-04|
0.266000|0.331000|9850|12525|0.950000|0.700000|200.000000|25|500|100|3.574452e+00|-9.685746e-01|
0.161000|0.339000|9485|17535|0.950000|0.700000|200.000000|35|500|0|1.770365e-03|-4.400134e-04|
0.254000|0.354000|13790|17535|0.950000|0.700000|200.000000|35|500|10|3.403952e-04|8.500260e-05|
0.337000|0.343000|17150|17535|0.950000|0.700000|200.000000|35|500|100|4.423410e-03|1.090033e-03|
0.268000|0.311000|17720|20040|0.950000|0.700000|200.000000|40|500|0|3.403952e-04|8.500260e-05|
0.118000|0.319000|6920|20040|0.950000|0.700000|200.000000|40|500|10|4.206000e-04|-1.050032e-04|
0.159000|0.339000|9840|20040|0.950000|0.700000|200.000000|40|500|100|7.016525e-04|1.750053e-04|
0.265000|0.297000|22300|25050|0.950000|0.700000|200.000000|50|500|0|1.200516e-04|3.000092e-05|
0.082000|0.296000|7300|25050|0.950000|0.700000|200.000000|50|500|10|2.802695e-04|-7.000214e-05|
0.057000|0.302000|4600|25050|0.950000|0.700000|200.000000|50|500|100|1.003359e-03|-2.500076e-04|
0.175000|0.296000|22275|37575|0.950000|0.700000|200.000000|75|500|0|1.200516e-04|3.000092e-05|
0.302000|0.356000|30525|37575|0.950000|0.700000|200.000000|75|500|10|1.600901e-04|-4.000122e-05|
0.075000|0.349000|9900|37575|0.950000|0.700000|200.000000|75|500|100|2.000194e-05|-5.000153e-06|
0.039000|0.063000|1710|3030|0.950000|0.700000|200.000000|30|100|0|1.247965e-02|3.000092e-03|
0.042000|0.056000|2280|3030|0.950000|0.700000|200.000000|30|100|10|3.575258e+00|-9.725097e-01|
0.024000|0.065000|1020|3030|0.950000|0.700000|200.000000|30|100|100|3.574579e+00|-9.700847e-01|
0.482000|1.338000|22290|60030|0.950000|0.700000|200.000000|30|2000|0|1.200516e-04|3.000092e-05|
1.360000|1.394000|58560|60030|0.950000|0.700000|200.000000|30|2000|10|8.002375e-05|-2.000061e-05|
0.772000|2.129000|25080|60030|0.950000|0.700000|200.000000|30|2000|100|4.005448e-04|-1.000031e-04|
