0.702000|1.535000|452350|1000050|50|20000|0.500000|0.070000|0|1|1|0|6.588473e-003|1.000031e-003|1.000031e-003|-1.000031e-003|3.000092e-003|-1.000031e-003|
0.855000|1.519000|568900|1000050|50|20000|0.500000|0.070000|0|1|1|10|4.053382e-003|1.000031e-003|-1.000031e-003|1.000031e-003|1.000031e-003|-1.000031e-003|
1.003000|1.457000|685100|1000050|50|20000|0.500000|0.070000|0|1|1|100|4.053382e-003|-1.000031e-003|-1.000031e-003|1.000031e-003|1.000031e-003|-1.000031e-003|
1.003000|1.435000|711100|1000050|50|20000|0.500000|0.030000|0|1|1|0|1.127558e-002|1.000031e-003|1.000031e-003|-3.000092e-003|-5.000153e-003|1.000031e-003|
1.234000|1.504000|827000|1000050|50|20000|0.500000|0.030000|0|1|1|10|6.588473e-003|-1.000031e-003|-1.000031e-003|3.000092e-003|-1.000031e-003|-1.000031e-003|
1.457000|1.519000|949050|1000050|50|20000|0.500000|0.030000|0|1|1|100|4.053382e-003|-1.000031e-003|1.000031e-003|1.000031e-003|1.000031e-003|1.000031e-003|
1.414000|1.683000|826000|1000050|50|20000|0.500000|0.100000|0|1|1|0|6.588473e-003|3.000092e-003|1.000031e-003|1.000031e-003|1.000031e-003|1.000031e-003|
1.567000|2.300000|500650|1000050|50|20000|0.500000|0.100000|0|1|1|10|4.053382e-003|-1.000031e-003|1.000031e-003|1.000031e-003|1.000031e-003|-1.000031e-003|
0.454000|1.488000|307000|1000050|50|20000|0.500000|0.100000|0|1|1|100|4.053382e-003|-1.000031e-003|1.000031e-003|-1.000031e-003|-1.000031e-003|1.000031e-003|
0.601000|1.689000|366500|1000050|50|20000|0.400000|0.070000|0|1|1|0|4.053382e-003|1.000031e-003|-1.000031e-003|1.000031e-003|-1.000031e-003|-1.000031e-003|
1.450000|1.503000|965000|1000050|50|20000|0.400000|0.070000|0|1|1|10|6.588473e-003|1.000031e-003|1.000031e-003|1.000031e-003|1.000031e-003|3.000092e-003|
0.564000|1.466000|385200|1000050|50|20000|0.400000|0.070000|0|1|1|100|6.588473e-003|3.000092e-003|-1.000031e-003|-1.000031e-003|1.000031e-003|1.000031e-003|
1.541000|1.557000|998400|1000050|50|20000|0.400000|0.030000|0|1|1|0|6.588473e-003|1.000031e-003|3.000092e-003|-1.000031e-003|-1.000031e-003|-1.000031e-003|
1.102000|1.503000|722200|1000050|50|20000|0.400000|0.030000|0|1|1|10|4.053382e-003|1.000031e-003|-1.000031e-003|1.000031e-003|1.000031e-003|-1.000031e-003|
0.903000|1.457000|631400|1000050|50|20000|0.400000|0.030000|0|1|1|100|4.053382e-003|-1.000031e-003|1.000031e-003|1.000031e-003|1.000031e-003|1.000031e-003|
0.849000|1.404000|609550|1000050|50|20000|0.400000|0.100000|0|1|1|0|6.588473e-003|-1.000031e-003|-1.000031e-003|-1.000031e-003|1.000031e-003|-3.000092e-003|
0.949000|1.419000|663950|1000050|50|20000|0.400000|0.100000|0|1|1|10|4.053382e-003|-1.000031e-003|-1.000031e-003|1.000031e-003|1.000031e-003|1.000031e-003|
0.470000|1.403000|335250|1000050|50|20000|0.400000|0.100000|0|1|1|100|4.053382e-003|-1.000031e-003|1.000031e-003|1.000031e-003|1.000031e-003|-1.000031e-003|
1.103000|1.435000|769200|1000050|50|20000|0.700000|0.070000|0|1|1|0|6.588473e-003|-3.000092e-003|1.000031e-003|1.000031e-003|-1.000031e-003|-1.000031e-003|
1.187000|1.441000|820950|1000050|50|20000|0.700000|0.070000|0|1|1|10|4.053382e-003|1.000031e-003|-1.000031e-003|1.000031e-003|1.000031e-003|-1.000031e-003|
0.586000|1.482000|395650|1000050|50|20000|0.700000|0.070000|0|1|1|100|4.053382e-003|-1.000031e-003|1.000031e-003|-1.000031e-003|1.000031e-003|-1.000031e-003|
1.388000|1.426000|969500|1000050|50|20000|0.700000|0.030000|0|1|1|0|8.421488e-003|1.000031e-003|-3.000092e-003|1.000031e-003|3.000092e-003|-1.000031e-003|
0.980000|1.419000|686000|1000050|50|20000|0.700000|0.030000|0|1|1|10|6.588473e-003|-1.000031e-003|-1.000031e-003|-1.000031e-003|1.000031e-003|3.000092e-003|
0.971000|1.435000|685100|1000050|50|20000|0.700000|0.030000|0|1|1|100|8.421488e-003|-1.000031e-003|-1.000031e-003|1.000031e-003|-3.000092e-003|-3.000092e-003|
0.485000|1.441000|331750|1000050|50|20000|0.700000|0.100000|0|1|1|0|4.053382e-003|1.000031e-003|-1.000031e-003|1.000031e-003|-1.000031e-003|-1.000031e-003|
0.432000|1.466000|296400|1000050|50|20000|0.700000|0.100000|0|1|1|10|4.053382e-003|-1.000031e-003|-1.000031e-003|-1.000031e-003|-1.000031e-003|-1.000031e-003|
0.602000|1.457000|412050|1000050|50|20000|0.700000|0.100000|0|1|1|100|4.053382e-003|1.000031e-003|-1.000031e-003|-1.000031e-003|1.000031e-003|1.000031e-003|
0.965000|1.451000|669550|1000050|50|20000|0.900000|0.070000|0|1|1|0|4.053382e-003|1.000031e-003|-1.000031e-003|1.000031e-003|-1.000031e-003|-1.000031e-003|
0.501000|1.472000|342400|1000050|50|20000|0.900000|0.070000|0|1|1|10|4.053382e-003|1.000031e-003|1.000031e-003|1.000031e-003|-1.000031e-003|-1.000031e-003|
0.633000|1.435000|444100|1000050|50|20000|0.900000|0.070000|0|1|1|100|4.053382e-003|-1.000031e-003|1.000031e-003|-1.000031e-003|1.000031e-003|-1.000031e-003|
1.188000|1.435000|828900|1000050|50|20000|0.900000|0.030000|0|1|1|0|6.588473e-003|-3.000092e-003|-1.000031e-003|1.000031e-003|-1.000031e-003|-1.000031e-003|
1.172000|1.441000|820950|1000050|50|20000|0.900000|0.030000|0|1|1|10|6.588473e-003|3.000092e-003|1.000031e-003|1.000031e-003|1.000031e-003|-1.000031e-003|
1.235000|1.451000|853900|1000050|50|20000|0.900000|0.030000|0|1|1|100|6.588473e-003|-1.000031e-003|3.000092e-003|-1.000031e-003|1.000031e-003|1.000031e-003|
0.254000|1.488000|174400|1000050|50|20000|0.900000|0.100000|0|1|1|0|4.053382e-003|1.000031e-003|1.000031e-003|1.000031e-003|-1.000031e-003|-1.000031e-003|
0.185000|1.488000|124800|1000050|50|20000|0.900000|0.100000|0|1|1|10|4.053382e-003|1.000031e-003|-1.000031e-003|-1.000031e-003|1.000031e-003|-1.000031e-003|
1.134000|1.435000|788350|1000050|50|20000|0.900000|0.100000|0|1|1|100|4.053382e-003|1.000031e-003|1.000031e-003|-1.000031e-003|1.000031e-003|-1.000031e-003|
