700
1000
0.950000|0.700000|200.000000
0|0| 10
0,9.515220e+01,1.192158e+05,2.694380e+01,0.008000,1400
1,7.481596e+01,1.079598e+05,2.419710e+01,0.019000,2100
2,6.843083e+01,9.791500e+04,2.270174e+01,0.024000,2800
3,6.843083e+01,8.854937e+04,2.057680e+01,0.032000,3500
4,4.977317e+01,7.877550e+04,1.943144e+01,0.036000,4200
5,4.757152e+01,7.006292e+04,1.862806e+01,0.039000,4900
6,3.671352e+01,6.164934e+04,1.717918e+01,0.044000,5600
7,3.579108e+01,5.323830e+04,1.561882e+01,0.048000,6300
8,2.239646e+01,4.650882e+04,1.436136e+01,0.051000,7000
9,1.371965e+01,3.995284e+04,1.315940e+01,0.055000,7700
10,1.371965e+01,3.457489e+04,1.170146e+01,0.056000,8400
11,1.371965e+01,3.005545e+04,1.000989e+01,0.062000,9100
12,1.371965e+01,2.580042e+04,8.430010e+00,0.064000,9800
13,1.371965e+01,2.239078e+04,7.156973e+00,0.067000,10500
14,7.630106e+00,1.946821e+04,6.804126e+00,0.069000,11200
15,6.775839e+00,1.689982e+04,5.909777e+00,0.071000,11900
16,6.775839e+00,1.462950e+04,5.139254e+00,0.074000,12600
17,6.360893e+00,1.259640e+04,4.513319e+00,0.076000,13300
18,5.027866e+00,1.093440e+04,3.904134e+00,0.078000,14000
19,4.636060e+00,9.382385e+03,3.309318e+00,0.081000,14700
20,3.155309e+00,8.133179e+03,2.937082e+00,0.083000,15400
21,3.155309e+00,7.121996e+03,2.590849e+00,0.085000,16100
22,3.155309e+00,6.171029e+03,2.210358e+00,0.088000,16800
23,3.155309e+00,5.400337e+03,1.908195e+00,0.090000,17500
24,2.836957e+00,4.733098e+03,1.594830e+00,0.092000,18200
25,2.836957e+00,4.161965e+03,1.379606e+00,0.095000,18900
26,2.585480e+00,3.680109e+03,1.127767e+00,0.097000,19600
27,1.773223e+00,3.258691e+03,9.444371e-01,0.099000,20300
28,1.368218e+00,2.912820e+03,8.964331e-01,0.102000,21000
29,1.368218e+00,2.580803e+03,8.317300e-01,0.104000,21700
30,9.853251e-01,2.289169e+03,7.816313e-01,0.106000,22400
31,9.373811e-01,1.996072e+03,7.343861e-01,0.109000,23100
32,9.041125e-01,1.741096e+03,6.838417e-01,0.111000,23800
33,4.258760e-01,1.490174e+03,6.181834e-01,0.113000,24500
34,3.714839e-01,1.243249e+03,5.530412e-01,0.116000,25200
35,3.615998e-01,1.032572e+03,4.991636e-01,0.118000,25900
36,2.805328e-01,8.553447e+02,4.338278e-01,0.119000,26600
37,2.805328e-01,6.974037e+02,3.715238e-01,0.124000,27300
38,2.281977e-01,5.612697e+02,2.860910e-01,0.126000,28000
39,1.198742e-01,4.670930e+02,2.401798e-01,0.129000,28700
40,1.198742e-01,3.820834e+02,1.921592e-01,0.131000,29400
41,5.965249e-02,3.149796e+02,1.645822e-01,0.132000,30100
42,5.965249e-02,2.610179e+02,1.328921e-01,0.134000,30800
43,5.965249e-02,2.145199e+02,1.140042e-01,0.138000,31500
44,3.892525e-02,1.776212e+02,9.744623e-02,0.140000,32200
45,3.892525e-02,1.457629e+02,8.345380e-02,0.143000,32900
46,3.892525e-02,1.180915e+02,6.495394e-02,0.145000,33600
47,3.808549e-02,9.849058e+01,5.181503e-02,0.147000,34300
