30
1000
0.950000|0.500000|200.000000
0|0| 1
0,4.860766e+00,4.354728e+02,6.048418e+00,0.009000,60
1,4.860766e+00,3.699969e+02,4.912110e+00,0.011000,90
2,4.860766e+00,2.875137e+02,4.399584e+00,0.012000,120
3,4.860766e+00,2.245675e+02,3.131355e+00,0.014000,150
4,4.860766e+00,1.757038e+02,1.520156e+00,0.015000,180
5,1.335142e+00,1.510786e+02,7.864195e-01,0.016000,210
6,1.335142e+00,1.389050e+02,1.150296e+00,0.020000,240
7,1.685676e-02,1.233187e+02,1.539517e+00,0.022000,270
8,2.010813e-03,1.110397e+02,1.799113e+00,0.023000,300
9,2.010813e-03,9.210067e+01,1.869297e+00,0.024000,330
10,2.010813e-03,5.194899e+01,1.464660e+00,0.026000,360
11,2.010813e-03,2.916730e+01,5.911990e-01,0.028000,390
12,2.010813e-03,1.968409e+01,6.590790e-01,0.029000,420
13,2.010813e-03,8.893618e+00,5.355518e-01,0.030000,450
14,2.010813e-03,1.642460e-01,6.386475e-03,0.031000,480
15,2.010813e-03,1.048622e-01,4.529922e-03,0.035000,510
16,2.010813e-03,6.032439e-02,3.744310e-11,0.036000,540
17,2.010813e-03,6.032439e-02,3.744310e-11,0.037000,570
18,2.010813e-03,6.032439e-02,3.744310e-11,0.039000,600
19,2.010813e-03,6.032439e-02,3.744310e-11,0.041000,630
20,2.010813e-03,6.032439e-02,3.744310e-11,0.042000,660
21,2.010813e-03,6.032439e-02,3.744310e-11,0.043000,690
22,2.010813e-03,6.032439e-02,3.744310e-11,0.044000,720
23,2.010813e-03,6.032439e-02,3.744310e-11,0.044000,750
24,2.010813e-03,6.032439e-02,3.744310e-11,0.046000,780
25,2.010813e-03,6.032439e-02,3.744310e-11,0.049000,810
26,1.039582e-03,5.935316e-02,1.773218e-04,0.050000,840
27,1.039582e-03,5.838193e-02,2.464093e-04,0.051000,870
28,1.039582e-03,5.741070e-02,2.963504e-04,0.053000,900
29,1.039582e-03,5.643947e-02,3.357992e-04,0.055000,930
30,1.039582e-03,5.352578e-02,4.178073e-04,0.056000,960
31,1.039582e-03,4.769839e-02,4.895073e-04,0.057000,990
32,9.081677e-05,3.606608e-02,4.459214e-04,0.058000,1020
33,9.081677e-05,3.123239e-02,3.565555e-04,0.058000,1050
34,9.081677e-05,2.644363e-02,3.596285e-04,0.060000,1080
35,9.081677e-05,2.075104e-02,4.650206e-04,0.062000,1110
36,9.081677e-05,1.126339e-02,4.422114e-04,0.063000,1140
37,9.081677e-05,7.468328e-03,3.596285e-04,0.064000,1170
38,9.081677e-05,3.673268e-03,1.732200e-04,0.065000,1200
39,9.081677e-05,2.724503e-03,0.000000e+00,0.067000,1230
40,9.081677e-05,2.724503e-03,0.000000e+00,0.069000,1260
41,9.081677e-05,2.724503e-03,0.000000e+00,0.070000,1290
42,9.081677e-05,2.724503e-03,0.000000e+00,0.070000,1320
43,9.081677e-05,2.724503e-03,0.000000e+00,0.071000,1350
44,9.081677e-05,2.724503e-03,0.000000e+00,0.072000,1380
45,9.081677e-05,2.724503e-03,0.000000e+00,0.073000,1410
46,4.371577e-08,2.633730e-03,1.657282e-05,0.075000,1440
47,4.371577e-08,2.633730e-03,1.657282e-05,0.076000,1470
48,4.371577e-08,2.633730e-03,1.657282e-05,0.076000,1500
49,4.371577e-08,2.542957e-03,2.302986e-05,0.077000,1530
