0.046000|0.046000|1963|2001|100000.000000|1.000000|1.000000|1000|0|2.086495e+001|1.309797e+001|-7.810714e+001|1.040573e+002|-4.240235e+001|-6.091152e+001|7.789908e+001|-3.982362e+001|1.630763e+002|2.809357e+001|-3.140995e+000|
0.016000|0.054000|341|2001|100000.000000|1.000000|1.000000|1000|2|2.072904e+001|-6.784143e+001|2.206155e+001|-4.073272e+000|-1.031341e+002|-2.087910e+001|-6.974293e+000|-8.006344e+001|1.420249e+001|1.411986e+002|1.248527e+002|
0.015000|0.047000|653|2001|100000.000000|1.000000|1.000000|1000|5|2.081697e+001|7.293099e+001|-2.790260e+001|-1.333435e+002|-6.089112e+001|4.099297e+001|5.098384e+001|3.898651e+001|5.577367e+001|-3.603028e+001|1.038083e+002|
0.037000|0.037000|1695|2001|100000.000000|1.000000|1.000000|1000|10|2.071635e+001|-9.273831e+001|-1.309981e+002|-1.089625e+002|-3.017032e+000|-5.800233e+001|1.175951e+002|-1.602759e+001|-3.705297e+001|-7.032500e+000|1.100419e+002|
0.000000|0.047000|455|2001|100000.000000|1.000000|1.000000|1000|100|2.090499e+001|-1.320899e+002|-1.228833e+002|5.623549e+001|-7.288112e+001|-3.967861e+000|-2.389498e+001|7.016504e-002|-1.364839e+002|2.296872e+001|-3.607919e+001|
0.000000|0.038000|487|2001|100000.000000|1.000000|1.000000|1000|1000|2.062728e+001|-8.301273e+001|2.002205e+001|-1.386862e+001|7.213005e+001|4.706518e+001|-3.591239e+001|-1.217561e+001|3.084722e+001|-9.987653e+001|3.116357e+001|
0.047000|0.062000|1963|2401|100000.000000|1.000000|1.000000|1200|0|2.086495e+001|1.309797e+001|-7.810714e+001|1.040573e+002|-4.240235e+001|-6.091152e+001|7.789908e+001|-3.982362e+001|1.630763e+002|2.809357e+001|-3.140995e+000|
0.000000|0.054000|341|2401|100000.000000|1.000000|1.000000|1200|2|2.072904e+001|-6.784143e+001|2.206155e+001|-4.073272e+000|-1.031341e+002|-2.087910e+001|-6.974293e+000|-8.006344e+001|1.420249e+001|1.411986e+002|1.248527e+002|
0.015000|0.046000|653|2401|100000.000000|1.000000|1.000000|1200|5|2.081697e+001|7.293099e+001|-2.790260e+001|-1.333435e+002|-6.089112e+001|4.099297e+001|5.098384e+001|3.898651e+001|5.577367e+001|-3.603028e+001|1.038083e+002|
0.038000|0.054000|1695|2401|100000.000000|1.000000|1.000000|1200|10|2.071635e+001|-9.273831e+001|-1.309981e+002|-1.089625e+002|-3.017032e+000|-5.800233e+001|1.175951e+002|-1.602759e+001|-3.705297e+001|-7.032500e+000|1.100419e+002|
0.047000|0.062000|2115|2401|100000.000000|1.000000|1.000000|1200|100|2.084743e+001|-1.269612e+002|-1.627634e+002|8.996302e+001|-1.081926e+002|-4.009720e+001|-2.602060e+001|2.799308e+001|-1.249891e+002|2.998932e+000|9.437637e+000|
0.007000|0.054000|487|2401|100000.000000|1.000000|1.000000|1200|1000|2.062728e+001|-8.301273e+001|2.002205e+001|-1.386862e+001|7.213005e+001|4.706518e+001|-3.591239e+001|-1.217561e+001|3.084722e+001|-9.987653e+001|3.116357e+001|
0.015000|0.031000|853|1601|100000.000000|1.000000|1.000000|800|0|2.087252e+001|-8.052881e+000|-5.973042e+001|1.060791e+002|-6.572002e+001|-3.181670e+001|1.110376e+002|-2.408370e+001|1.611368e+002|-4.101928e+000|3.406565e+001|
0.016000|0.038000|341|1601|100000.000000|1.000000|1.000000|800|2|2.072904e+001|-6.784143e+001|2.206155e+001|-4.073272e+000|-1.031341e+002|-2.087910e+001|-6.974293e+000|-8.006344e+001|1.420249e+001|1.411986e+002|1.248527e+002|
0.015000|0.031000|653|1601|100000.000000|1.000000|1.000000|800|5|2.081697e+001|7.293099e+001|-2.790260e+001|-1.333435e+002|-6.089112e+001|4.099297e+001|5.098384e+001|3.898651e+001|5.577367e+001|-3.603028e+001|1.038083e+002|
0.016000|0.047000|185|1601|100000.000000|1.000000|1.000000|800|10|2.080316e+001|-7.467287e+001|-9.194819e+001|-6.484955e+001|-2.204685e+001|-6.207503e+001|9.699660e+001|-3.688547e+001|-6.326074e+001|1.803998e+001|7.506008e+001|
0.006000|0.038000|455|1601|100000.000000|1.000000|1.000000|800|100|2.090499e+001|-1.320899e+002|-1.228833e+002|5.623549e+001|-7.288112e+001|-3.967861e+000|-2.389498e+001|7.016504e-002|-1.364839e+002|2.296872e+001|-3.607919e+001|
0.000000|0.031000|487|1601|100000.000000|1.000000|1.000000|800|1000|2.062728e+001|-8.301273e+001|2.002205e+001|-1.386862e+001|7.213005e+001|4.706518e+001|-3.591239e+001|-1.217561e+001|3.084722e+001|-9.987653e+001|3.116357e+001|
0.053000|0.069000|1963|2801|100000.000000|1.000000|1.000000|1400|0|2.086495e+001|1.309797e+001|-7.810714e+001|1.040573e+002|-4.240235e+001|-6.091152e+001|7.789908e+001|-3.982362e+001|1.630763e+002|2.809357e+001|-3.140995e+000|
0.000000|0.062000|341|2801|100000.000000|1.000000|1.000000|1400|2|2.072904e+001|-6.784143e+001|2.206155e+001|-4.073272e+000|-1.031341e+002|-2.087910e+001|-6.974293e+000|-8.006344e+001|1.420249e+001|1.411986e+002|1.248527e+002|
0.054000|0.054000|2633|2801|100000.000000|1.000000|1.000000|1400|5|2.075746e+001|7.093661e+001|2.412959e+000|-1.730740e+002|-3.797630e+001|6.897387e+001|8.318544e+001|5.509265e+001|1.594854e+001|-1.909056e+000|6.710825e+001|
0.053000|0.069000|2409|2801|100000.000000|1.000000|1.000000|1400|10|2.057954e+001|-8.204309e+001|-1.261808e+002|-1.228286e+002|-1.697162e+001|-5.802827e+001|1.489971e+002|8.852623e+000|-2.801186e+001|2.208063e+001|1.122011e+002|
0.047000|0.062000|2115|2801|100000.000000|1.000000|1.000000|1400|100|2.084743e+001|-1.269612e+002|-1.627634e+002|8.996302e+001|-1.081926e+002|-4.009720e+001|-2.602060e+001|2.799308e+001|-1.249891e+002|2.998932e+000|9.437637e+000|
0.016000|0.054000|487|2801|100000.000000|1.000000|1.000000|1400|1000|2.062728e+001|-8.301273e+001|2.002205e+001|-1.386862e+001|7.213005e+001|4.706518e+001|-3.591239e+001|-1.217561e+001|3.084722e+001|-9.987653e+001|3.116357e+001|
