0.138000|0.262000|1331|2001|100000.000000|1.000000|1.000000|1000|0|2.000000e+001|-1.129999e+002|
0.202000|0.330000|1525|2001|100000.000000|1.000000|1.000000|1000|2|9.834472e-002|1.953225e-002|
0.471000|0.560000|1705|2001|100000.000000|1.000000|1.000000|1000|5|2.481523e-003|-6.153395e-004|
0.185000|0.246000|1067|2001|100000.000000|1.000000|1.000000|1000|10|1.509161e-001|-2.765132e-002|
0.119000|0.126000|1879|2001|100000.000000|1.000000|1.000000|1000|100|7.809327e-001|-9.272945e-002|
0.095000|0.140000|1403|2001|100000.000000|1.000000|1.000000|1000|1000|3.006262e+000|-2.831554e-001|
0.100000|0.171000|1331|2401|100000.000000|1.000000|1.000000|1200|0|2.000000e+001|-1.129999e+002|
0.139000|0.151000|2219|2401|100000.000000|1.000000|1.000000|1200|2|2.498577e-002|5.798918e-003|
0.121000|0.163000|1705|2401|100000.000000|1.000000|1.000000|1200|5|2.481523e-003|-6.153395e-004|
0.085000|0.168000|1067|2401|100000.000000|1.000000|1.000000|1200|10|1.509161e-001|-2.765132e-002|
0.117000|0.148000|1879|2401|100000.000000|1.000000|1.000000|1200|100|7.809327e-001|-9.272945e-002|
0.151000|0.164000|2195|2401|100000.000000|1.000000|1.000000|1200|1000|3.684782e-002|8.296374e-003|
0.088000|0.105000|1331|1601|100000.000000|1.000000|1.000000|800|0|2.000000e+001|-1.129999e+002|
0.096000|0.101000|1525|1601|100000.000000|1.000000|1.000000|800|2|9.834472e-002|1.953225e-002|
0.075000|0.101000|1177|1601|100000.000000|1.000000|1.000000|800|5|1.217103e+000|1.275624e-001|
0.074000|0.107000|1067|1601|100000.000000|1.000000|1.000000|800|10|1.509161e-001|-2.765132e-002|
0.063000|0.109000|839|1601|100000.000000|1.000000|1.000000|800|100|2.699777e+000|2.506038e-001|
0.091000|0.103000|1403|1601|100000.000000|1.000000|1.000000|800|1000|3.006262e+000|-2.831554e-001|
0.083000|0.180000|1331|2801|100000.000000|1.000000|1.000000|1400|0|2.000000e+001|-1.129999e+002|
0.146000|0.184000|2219|2801|100000.000000|1.000000|1.000000|1400|2|2.498577e-002|5.798918e-003|
0.107000|0.173000|1705|2801|100000.000000|1.000000|1.000000|1400|5|2.481523e-003|-6.153395e-004|
0.069000|0.314000|1067|2801|100000.000000|1.000000|1.000000|1400|10|1.509161e-001|-2.765132e-002|
0.123000|0.203000|1879|2801|100000.000000|1.000000|1.000000|1400|100|7.809327e-001|-9.272945e-002|
0.168000|0.180000|2611|2801|100000.000000|1.000000|1.000000|1400|1000|2.332150e-002|-5.436955e-003|
0.084000|0.127000|1331|2001|100000.000000|1.000000|0.100000|1000|0|2.000000e+001|-1.129999e+002|
0.095000|0.124000|1525|2001|100000.000000|1.000000|0.100000|1000|2|9.834472e-002|1.953225e-002|
0.107000|0.125000|1705|2001|100000.000000|1.000000|0.100000|1000|5|2.481523e-003|-6.153395e-004|
0.071000|0.128000|1067|2001|100000.000000|1.000000|0.100000|1000|10|1.509161e-001|-2.765132e-002|
0.122000|0.130000|1879|2001|100000.000000|1.000000|0.100000|1000|100|7.809327e-001|-9.272945e-002|
0.090000|0.129000|1403|2001|100000.000000|1.000000|0.100000|1000|1000|3.006262e+000|-2.831554e-001|
0.009000|0.129000|71|2001|100000.000000|1.000000|0.000000|1000|0|4.582607e+000|-6.307791e-001|
0.006000|0.129000|71|2001|100000.000000|1.000000|0.000000|1000|2|4.568031e+000|-6.198305e-001|
0.055000|0.137000|817|2001|100000.000000|1.000000|0.000000|1000|5|4.407245e+000|5.471919e-001|
0.025000|0.130000|347|2001|100000.000000|1.000000|0.000000|1000|10|7.596727e+000|1.757681e+000|
0.055000|0.127000|843|2001|100000.000000|1.000000|0.000000|1000|100|2.000013e+001|-1.466998e+003|
0.111000|0.128000|1741|2001|100000.000000|1.000000|0.000000|1000|1000|1.335439e+000|-1.366665e-001|
0.099000|0.143000|1331|2001|100000.000000|1.000000|0.500000|1000|0|2.000000e+001|-1.129999e+002|
0.117000|0.153000|1525|2001|100000.000000|1.000000|0.500000|1000|2|9.834472e-002|1.953225e-002|
0.108000|0.128000|1705|2001|100000.000000|1.000000|0.500000|1000|5|2.481523e-003|-6.153395e-004|
0.071000|0.132000|1067|2001|100000.000000|1.000000|0.500000|1000|10|1.509161e-001|-2.765132e-002|
0.117000|0.125000|1879|2001|100000.000000|1.000000|0.500000|1000|100|7.809327e-001|-9.272945e-002|
0.091000|0.128000|1403|2001|100000.000000|1.000000|0.500000|1000|1000|3.006262e+000|-2.831554e-001|
0.089000|0.133000|1331|2001|100000.000000|1.000000|1.500000|1000|0|2.000000e+001|-1.129999e+002|
